epoch,mpe-large-spread-v2_teamcomm_inter_mFalse_vTrue_333 - episode_return,mpe-large-spread-v2_teamcomm_inter_mFalse_vTrue_333 - episode_return__MIN,mpe-large-spread-v2_teamcomm_inter_mFalse_vTrue_333 - episode_return__MAX,mpe-large-spread-v2_teamcomm_no_mTrue_vFalse_ming - episode_return,mpe-large-spread-v2_teamcomm_no_mTrue_vFalse_ming - episode_return__MIN,mpe-large-spread-v2_teamcomm_no_mTrue_vFalse_ming - episode_return__MAX
853,-400.4,-400.4,-400.4,-307.1,-307.1,-307.1
854,-443.5,-443.5,-443.5,-308.7,-308.7,-308.7
855,-330.6,-330.6,-330.6,-286.1,-286.1,-286.1
856,-362.9,-362.9,-362.9,-334,-334,-334
857,-361.7,-361.7,-361.7,-282.3,-282.3,-282.3
858,-388.3,-388.3,-388.3,-308.8,-308.8,-308.8
859,-410,-410,-410,-283.1,-283.1,-283.1
860,-417.7,-417.7,-417.7,-269.8,-269.8,-269.8
861,-444,-444,-444,-283.1,-283.1,-283.1
862,-368.5,-368.5,-368.5,-291.3,-291.3,-291.3
863,-412.2,-412.2,-412.2,-317.4,-317.4,-317.4
864,-390.5,-390.5,-390.5,-296.2,-296.2,-296.2
865,-375.9,-375.9,-375.9,-326.2,-326.2,-326.2
866,-375.1,-375.1,-375.1,-247.7,-247.7,-247.7
867,-375.5,-375.5,-375.5,-313.7,-313.7,-313.7
868,-380.2,-380.2,-380.2,-296.7,-296.7,-296.7
869,-411.8,-411.8,-411.8,-285.5,-285.5,-285.5
870,-384.8,-384.8,-384.8,-325.8,-325.8,-325.8
871,-390.1,-390.1,-390.1,-313.3,-313.3,-313.3
872,-388.9,-388.9,-388.9,-295.8,-295.8,-295.8
873,-410.7,-410.7,-410.7,-275,-275,-275
874,-460.2,-460.2,-460.2,-338.2,-338.2,-338.2
875,-363.4,-363.4,-363.4,-292.9,-292.9,-292.9
876,-347,-347,-347,-311.3,-311.3,-311.3
877,-410.1,-410.1,-410.1,-324.4,-324.4,-324.4
878,-334.7,-334.7,-334.7,-270.6,-270.6,-270.6
879,-410.1,-410.1,-410.1,-290.2,-290.2,-290.2
880,-403.3,-403.3,-403.3,-293.1,-293.1,-293.1
881,-495.1,-495.1,-495.1,-311,-311,-311
882,-363.4,-363.4,-363.4,-323.9,-323.9,-323.9
883,-383.4,-383.4,-383.4,-290,-290,-290
884,-397.5,-397.5,-397.5,-295.8,-295.8,-295.8
885,-409.4,-409.4,-409.4,-273.1,-273.1,-273.1
886,-323.8,-323.8,-323.8,-299.7,-299.7,-299.7
887,-420,-420,-420,-294.4,-294.4,-294.4
888,-389,-389,-389,-322.3,-322.3,-322.3
889,-354.2,-354.2,-354.2,-333.8,-333.8,-333.8
890,-325.6,-325.6,-325.6,-354.2,-354.2,-354.2
891,-409.1,-409.1,-409.1,-321.7,-321.7,-321.7
892,-347.2,-347.2,-347.2,-278.3,-278.3,-278.3
893,-346.7,-346.7,-346.7,-335.5,-335.5,-335.5
894,-411,-411,-411,-276.2,-276.2,-276.2
895,-350,-350,-350,-317.1,-317.1,-317.1
896,-373.3,-373.3,-373.3,-312,-312,-312
897,-325.7,-325.7,-325.7,-253.4,-253.4,-253.4
898,-374.2,-374.2,-374.2,-316.7,-316.7,-316.7
899,-394.9,-394.9,-394.9,-282.5,-282.5,-282.5
900,-371.1,-371.1,-371.1,-272.8,-272.8,-272.8
901,-401,-401,-401,-285.2,-285.2,-285.2
902,-398.1,-398.1,-398.1,-285.2,-285.2,-285.2
903,-403.8,-403.8,-403.8,-290.1,-290.1,-290.1
904,-374.3,-374.3,-374.3,-330.5,-330.5,-330.5
905,-385.6,-385.6,-385.6,-310.9,-310.9,-310.9
906,-352.8,-352.8,-352.8,-326.9,-326.9,-326.9
907,-319.6,-319.6,-319.6,-313.6,-313.6,-313.6
908,-399.7,-399.7,-399.7,-303.1,-303.1,-303.1
909,-394.3,-394.3,-394.3,-301.4,-301.4,-301.4
910,-374.8,-374.8,-374.8,-332.5,-332.5,-332.5
911,-389.1,-389.1,-389.1,-316.4,-316.4,-316.4
912,-370,-370,-370,-328,-328,-328
913,-368.1,-368.1,-368.1,-321,-321,-321
914,-381.9,-381.9,-381.9,-273.4,-273.4,-273.4
915,-320.1,-320.1,-320.1,-311.3,-311.3,-311.3
916,-368.7,-368.7,-368.7,-336.8,-336.8,-336.8
917,-335.6,-335.6,-335.6,-318.1,-318.1,-318.1
918,-378.3,-378.3,-378.3,-306.2,-306.2,-306.2
919,-330.7,-330.7,-330.7,-281.5,-281.5,-281.5
920,-362,-362,-362,-258,-258,-258
921,-384.5,-384.5,-384.5,-267.9,-267.9,-267.9
922,-340.2,-340.2,-340.2,-253,-253,-253
923,-349.2,-349.2,-349.2,-306.5,-306.5,-306.5
924,-335.1,-335.1,-335.1,-283.4,-283.4,-283.4
925,-313.3,-313.3,-313.3,-312.6,-312.6,-312.6
926,-373.3,-373.3,-373.3,-270,-270,-270
927,-447.6,-447.6,-447.6,-269.1,-269.1,-269.1
928,-380,-380,-380,-303.3,-303.3,-303.3
929,-358.1,-358.1,-358.1,-324.8,-324.8,-324.8
930,-393.4,-393.4,-393.4,-300,-300,-300
931,-383.6,-383.6,-383.6,-307.9,-307.9,-307.9
932,-377.4,-377.4,-377.4,-287.9,-287.9,-287.9
933,-337.7,-337.7,-337.7,-317,-317,-317
934,-398.5,-398.5,-398.5,-325.1,-325.1,-325.1
935,-400,-400,-400,-338.7,-338.7,-338.7
936,-381.4,-381.4,-381.4,-282.3,-282.3,-282.3
937,-328.2,-328.2,-328.2,-307.4,-307.4,-307.4
938,-367.7,-367.7,-367.7,-307.6,-307.6,-307.6
939,-376.4,-376.4,-376.4,-283.2,-283.2,-283.2
940,-373.8,-373.8,-373.8,-328.7,-328.7,-328.7
941,-336.9,-336.9,-336.9,-313.2,-313.2,-313.2
942,-427.1,-427.1,-427.1,-266.7,-266.7,-266.7
943,-395.1,-395.1,-395.1,-286.7,-286.7,-286.7
944,-413.8,-413.8,-413.8,-299,-299,-299
945,-373.2,-373.2,-373.2,-296.7,-296.7,-296.7
946,-354.8,-354.8,-354.8,-283.1,-283.1,-283.1
947,-396.6,-396.6,-396.6,-308,-308,-308
948,-407.5,-407.5,-407.5,-305.1,-305.1,-305.1
949,-348.5,-348.5,-348.5,-266.6,-266.6,-266.6
950,-440.4,-440.4,-440.4,-273.8,-273.8,-273.8
951,-357.1,-357.1,-357.1,-231.9,-231.9,-231.9
952,-377.2,-377.2,-377.2,-263.4,-263.4,-263.4
953,-366.8,-366.8,-366.8,-274.6,-274.6,-274.6
954,-385.5,-385.5,-385.5,-274.7,-274.7,-274.7
955,-359.2,-359.2,-359.2,-243.3,-243.3,-243.3
956,-319.4,-319.4,-319.4,-261.7,-261.7,-261.7
957,-310.4,-310.4,-310.4,-269.5,-269.5,-269.5
958,-405.5,-405.5,-405.5,-294.4,-294.4,-294.4
959,-404,-404,-404,-286.9,-286.9,-286.9
960,-407,-407,-407,-277.9,-277.9,-277.9
961,-426.1,-426.1,-426.1,-303.3,-303.3,-303.3
962,-447,-447,-447,-274.9,-274.9,-274.9
963,-414.2,-414.2,-414.2,-269.5,-269.5,-269.5
964,-343.1,-343.1,-343.1,-269.6,-269.6,-269.6
965,-419.6,-419.6,-419.6,-273.7,-273.7,-273.7
966,-395.3,-395.3,-395.3,-273.4,-273.4,-273.4
967,-359.3,-359.3,-359.3,-258.1,-258.1,-258.1
968,-380.8,-380.8,-380.8,-287.8,-287.8,-287.8
969,-365.3,-365.3,-365.3,-274.6,-274.6,-274.6
970,-373.5,-373.5,-373.5,-324.2,-324.2,-324.2
971,-419.5,-419.5,-419.5,-284.3,-284.3,-284.3
972,-347.8,-347.8,-347.8,-273.7,-273.7,-273.7
973,-352.7,-352.7,-352.7,-269.4,-269.4,-269.4
974,-373.9,-373.9,-373.9,-304.6,-304.6,-304.6
975,-421.5,-421.5,-421.5,-312.6,-312.6,-312.6
976,-432,-432,-432,-307.5,-307.5,-307.5
977,-359.2,-359.2,-359.2,-260.4,-260.4,-260.4
978,-352,-352,-352,-365.7,-365.7,-365.7
979,-351.8,-351.8,-351.8,-250.3,-250.3,-250.3
980,-328.7,-328.7,-328.7,-301.5,-301.5,-301.5
981,-355.9,-355.9,-355.9,-292.7,-292.7,-292.7
982,-375.1,-375.1,-375.1,-345.3,-345.3,-345.3
983,-382.4,-382.4,-382.4,-346.3,-346.3,-346.3
984,-333.1,-333.1,-333.1,-312.4,-312.4,-312.4
985,-360.5,-360.5,-360.5,-304.1,-304.1,-304.1
986,-338.1,-338.1,-338.1,-350.2,-350.2,-350.2
987,-366.4,-366.4,-366.4,-318,-318,-318
988,-354.5,-354.5,-354.5,-271.5,-271.5,-271.5
989,-365.4,-365.4,-365.4,-340.5,-340.5,-340.5
990,-417.8,-417.8,-417.8,-328,-328,-328
991,-331.7,-331.7,-331.7,-293.2,-293.2,-293.2
992,-359.8,-359.8,-359.8,-300.7,-300.7,-300.7
993,-417.3,-417.3,-417.3,-264.2,-264.2,-264.2
994,-390.2,-390.2,-390.2,-310.5,-310.5,-310.5
995,-381.5,-381.5,-381.5,-292.1,-292.1,-292.1
996,-370,-370,-370,-343.7,-343.7,-343.7
997,-362.2,-362.2,-362.2,-300.1,-300.1,-300.1
998,-404,-404,-404,-274.4,-274.4,-274.4
999,-390.5,-390.5,-390.5,-250.4,-250.4,-250.4
1000,-372.3,-372.3,-372.3,-310.4,-310.4,-310.4
