"Step","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_justentity - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_justentity - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_justentity - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_336figure3 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_336figure3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_336figure3 - episode_return__MAX"
"788","-533.3","-533.3","-533.3","-693.3","-693.3","-693.3"
"789","-494.4","-494.4","-494.4","-668.5","-668.5","-668.5"
"790","-534.6","-534.6","-534.6","-638.9","-638.9","-638.9"
"791","-586.2","-586.2","-586.2","-674.8","-674.8","-674.8"
"792","-568.2","-568.2","-568.2","-748.1","-748.1","-748.1"
"793","-505.1","-505.1","-505.1","-645.4","-645.4","-645.4"
"794","-572.3","-572.3","-572.3","-674.4","-674.4","-674.4"
"795","-526.9","-526.9","-526.9","-599.7","-599.7","-599.7"
"796","-535.5","-535.5","-535.5","-695.2","-695.2","-695.2"
"797","-506.5","-506.5","-506.5","-673.8","-673.8","-673.8"
"798","-463.9","-463.9","-463.9","-720.3","-720.3","-720.3"
"799","-469.6","-469.6","-469.6","-622.5","-622.5","-622.5"
"800","-480.1","-480.1","-480.1","-738","-738","-738"
"801","-471.6","-471.6","-471.6","-647.8","-647.8","-647.8"
"802","-509.9","-509.9","-509.9","-750.2","-750.2","-750.2"
"803","-526.1","-526.1","-526.1","-605.8","-605.8","-605.8"
"804","-483.7","-483.7","-483.7","-627.9","-627.9","-627.9"
"805","-454.1","-454.1","-454.1","-714.2","-714.2","-714.2"
"806","-499.2","-499.2","-499.2","-637.2","-637.2","-637.2"
"807","-573.6","-573.6","-573.6","-696.3","-696.3","-696.3"
"808","-558.8","-558.8","-558.8","-720.8","-720.8","-720.8"
"809","-509.7","-509.7","-509.7","-709.8","-709.8","-709.8"
"810","-527.6","-527.6","-527.6","-643.3","-643.3","-643.3"
"811","-525.7","-525.7","-525.7","-636.4","-636.4","-636.4"
"812","-463.8","-463.8","-463.8","-653.4","-653.4","-653.4"
"813","-536.8","-536.8","-536.8","-632.7","-632.7","-632.7"
"814","-575.6","-575.6","-575.6","-621.6","-621.6","-621.6"
"815","-485.5","-485.5","-485.5","-661.5","-661.5","-661.5"
"816","-528.5","-528.5","-528.5","-644.4","-644.4","-644.4"
"817","-474.3","-474.3","-474.3","-684.7","-684.7","-684.7"
"818","-495.1","-495.1","-495.1","-614.6","-614.6","-614.6"
"819","-537.7","-537.7","-537.7","-589.7","-589.7","-589.7"
"820","-521.6","-521.6","-521.6","-639.3","-639.3","-639.3"
"821","-493.5","-493.5","-493.5","-679.5","-679.5","-679.5"
"822","-494.9","-494.9","-494.9","-648.4","-648.4","-648.4"
"823","-463.8","-463.8","-463.8","-656.5","-656.5","-656.5"
"824","-499.4","-499.4","-499.4","-629.1","-629.1","-629.1"
"825","-468.4","-468.4","-468.4","-693.4","-693.4","-693.4"
"826","-498.3","-498.3","-498.3","-617.3","-617.3","-617.3"
"827","-526","-526","-526","-738.6","-738.6","-738.6"
"828","-545.2","-545.2","-545.2","-610.6","-610.6","-610.6"
"829","-502.7","-502.7","-502.7","-631","-631","-631"
"830","-452.3","-452.3","-452.3","-744.2","-744.2","-744.2"
"831","-517.4","-517.4","-517.4","-745.1","-745.1","-745.1"
"832","-521","-521","-521","-654.1","-654.1","-654.1"
"833","-467.7","-467.7","-467.7","-673.7","-673.7","-673.7"
"834","-468.5","-468.5","-468.5","-588.6","-588.6","-588.6"
"835","-526.7","-526.7","-526.7","-702.9","-702.9","-702.9"
"836","-523.3","-523.3","-523.3","-669.8","-669.8","-669.8"
"837","-468","-468","-468","-751.6","-751.6","-751.6"
"838","-500.4","-500.4","-500.4","-586.8","-586.8","-586.8"
"839","-501.7","-501.7","-501.7","-615.1","-615.1","-615.1"
"840","-509.1","-509.1","-509.1","-628.8","-628.8","-628.8"
"841","-502.6","-502.6","-502.6","-582.5","-582.5","-582.5"
"842","-587","-587","-587","-690.3","-690.3","-690.3"
"843","-498.8","-498.8","-498.8","-638.3","-638.3","-638.3"
"844","-534.3","-534.3","-534.3","-630","-630","-630"
"845","-506.4","-506.4","-506.4","-639.3","-639.3","-639.3"
"846","-535.2","-535.2","-535.2","-548.8","-548.8","-548.8"
"847","-543.6","-543.6","-543.6","-649","-649","-649"
"848","-548.2","-548.2","-548.2","-681.8","-681.8","-681.8"
"849","-536.4","-536.4","-536.4","-694.8","-694.8","-694.8"
"850","-525.1","-525.1","-525.1","-614.9","-614.9","-614.9"
"851","-494","-494","-494","-589.5","-589.5","-589.5"
"852","-448.2","-448.2","-448.2","-580.5","-580.5","-580.5"
"853","-555.5","-555.5","-555.5","-610.8","-610.8","-610.8"
"854","-500.6","-500.6","-500.6","-696.6","-696.6","-696.6"
"855","-533.7","-533.7","-533.7","-698.5","-698.5","-698.5"
"856","-500.1","-500.1","-500.1","-672.1","-672.1","-672.1"
"857","-512.5","-512.5","-512.5","-616.6","-616.6","-616.6"
"858","-456.5","-456.5","-456.5","-596.1","-596.1","-596.1"
"859","-513.9","-513.9","-513.9","-613.5","-613.5","-613.5"
"860","-556.6","-556.6","-556.6","-679.5","-679.5","-679.5"
"861","-503.4","-503.4","-503.4","-591.4","-591.4","-591.4"
"862","-508.8","-508.8","-508.8","-742.2","-742.2","-742.2"
"863","-582.1","-582.1","-582.1","-598.1","-598.1","-598.1"
"864","-485.6","-485.6","-485.6","-656.7","-656.7","-656.7"
"865","-513.8","-513.8","-513.8","-742.5","-742.5","-742.5"
"866","-469.7","-469.7","-469.7","-642.4","-642.4","-642.4"
"867","-559.4","-559.4","-559.4","-645.5","-645.5","-645.5"
"868","-527.7","-527.7","-527.7","-631","-631","-631"
"869","-485.5","-485.5","-485.5","-609.3","-609.3","-609.3"
"870","-489.1","-489.1","-489.1","-638.1","-638.1","-638.1"
"871","-515.7","-515.7","-515.7","-604.1","-604.1","-604.1"
"872","-474.3","-474.3","-474.3","-663.2","-663.2","-663.2"
"873","-486.8","-486.8","-486.8","-651.2","-651.2","-651.2"
"874","-460.7","-460.7","-460.7","-709.3","-709.3","-709.3"
"875","-483.8","-483.8","-483.8","-642","-642","-642"
"876","-436.2","-436.2","-436.2","-576.8","-576.8","-576.8"
"877","-459.2","-459.2","-459.2","-659.5","-659.5","-659.5"
"878","-505","-505","-505","-739.9","-739.9","-739.9"
"879","-553.8","-553.8","-553.8","-574.6","-574.6","-574.6"
"880","-532.6","-532.6","-532.6","-641","-641","-641"
"881","-539.5","-539.5","-539.5","-666","-666","-666"
"882","-530.7","-530.7","-530.7","-681.8","-681.8","-681.8"
"883","-531.6","-531.6","-531.6","-605.5","-605.5","-605.5"
"884","-476.1","-476.1","-476.1","-616","-616","-616"
"885","-568.3","-568.3","-568.3","-608","-608","-608"
"886","-464.6","-464.6","-464.6","-678","-678","-678"
"887","-462","-462","-462","-670.6","-670.6","-670.6"
"888","-589.7","-589.7","-589.7","-629.8","-629.8","-629.8"
"889","-487.6","-487.6","-487.6","-574.9","-574.9","-574.9"
"890","-492.3","-492.3","-492.3","-619.7","-619.7","-619.7"
"891","-525.2","-525.2","-525.2","-603.4","-603.4","-603.4"
"892","-571.6","-571.6","-571.6","-627.5","-627.5","-627.5"
"893","-458.2","-458.2","-458.2","-606.2","-606.2","-606.2"
"894","-440.5","-440.5","-440.5","-664.6","-664.6","-664.6"
"895","-449.9","-449.9","-449.9","-700.9","-700.9","-700.9"
"896","-523.3","-523.3","-523.3","-621.6","-621.6","-621.6"
"897","-480","-480","-480","-624","-624","-624"
"898","-537.1","-537.1","-537.1","-603.8","-603.8","-603.8"
"899","-492.6","-492.6","-492.6","-617.2","-617.2","-617.2"
"900","-520","-520","-520","-618.5","-618.5","-618.5"
"901","-500.7","-500.7","-500.7","-617.7","-617.7","-617.7"
"902","-461.3","-461.3","-461.3","-585.7","-585.7","-585.7"
"903","-461.2","-461.2","-461.2","-800.2","-800.2","-800.2"
"904","-525.2","-525.2","-525.2","-652.7","-652.7","-652.7"
"905","-475.5","-475.5","-475.5","-679.2","-679.2","-679.2"
"906","-456.8","-456.8","-456.8","-548.4","-548.4","-548.4"
"907","-453.1","-453.1","-453.1","-660.5","-660.5","-660.5"
"908","-568.3","-568.3","-568.3","-644.3","-644.3","-644.3"
"909","-456.8","-456.8","-456.8","-659.9","-659.9","-659.9"
"910","-424","-424","-424","-606","-606","-606"
"911","-547.2","-547.2","-547.2","-630.3","-630.3","-630.3"
"912","-511.8","-511.8","-511.8","-665","-665","-665"
"913","-491.8","-491.8","-491.8","-661.8","-661.8","-661.8"
"914","-466.4","-466.4","-466.4","-671","-671","-671"
"915","-493.8","-493.8","-493.8","-619.1","-619.1","-619.1"
"916","-485.4","-485.4","-485.4","-561.2","-561.2","-561.2"
"917","-464.2","-464.2","-464.2","-669.9","-669.9","-669.9"
"918","-459.9","-459.9","-459.9","-660.5","-660.5","-660.5"
"919","-461.1","-461.1","-461.1","-680.1","-680.1","-680.1"
"920","-511.7","-511.7","-511.7","-605.4","-605.4","-605.4"
"921","-533.5","-533.5","-533.5","-613.1","-613.1","-613.1"
"922","-496.8","-496.8","-496.8","-639.1","-639.1","-639.1"
"923","-454.1","-454.1","-454.1","-626.6","-626.6","-626.6"
"924","-577.1","-577.1","-577.1","-646.1","-646.1","-646.1"
"925","-460.9","-460.9","-460.9","-660.9","-660.9","-660.9"
"926","-554.6","-554.6","-554.6","-633.9","-633.9","-633.9"
"927","-534.2","-534.2","-534.2","-638.7","-638.7","-638.7"
"928","-467.3","-467.3","-467.3","-629.4","-629.4","-629.4"
"929","-561.4","-561.4","-561.4","-614.8","-614.8","-614.8"
"930","-555.4","-555.4","-555.4","-693.7","-693.7","-693.7"
"931","-458.9","-458.9","-458.9","-600.2","-600.2","-600.2"
"932","-472.5","-472.5","-472.5","-635.9","-635.9","-635.9"
"933","-424.2","-424.2","-424.2","-633.1","-633.1","-633.1"
"934","-494.4","-494.4","-494.4","-597.8","-597.8","-597.8"
"935","-544.5","-544.5","-544.5","-633.1","-633.1","-633.1"
"936","-475.7","-475.7","-475.7","-631.8","-631.8","-631.8"
"937","-474.4","-474.4","-474.4","-608","-608","-608"
"938","-528.6","-528.6","-528.6","-666.2","-666.2","-666.2"
"939","-503.8","-503.8","-503.8","-648.3","-648.3","-648.3"
"940","-480","-480","-480","-738.4","-738.4","-738.4"
"941","-465.3","-465.3","-465.3","-635.4","-635.4","-635.4"
"942","-517.9","-517.9","-517.9","-638.2","-638.2","-638.2"
"943","-553.5","-553.5","-553.5","-632.9","-632.9","-632.9"
"944","-505.7","-505.7","-505.7","-640","-640","-640"
"945","-470.9","-470.9","-470.9","-556.3","-556.3","-556.3"
"946","-522.2","-522.2","-522.2","-601.5","-601.5","-601.5"
"947","-530.3","-530.3","-530.3","-655.4","-655.4","-655.4"
"948","-510.8","-510.8","-510.8","-564.1","-564.1","-564.1"
"949","-481.9","-481.9","-481.9","-585.7","-585.7","-585.7"
"950","-493.9","-493.9","-493.9","-710.2","-710.2","-710.2"
"951","-514.4","-514.4","-514.4","-698.4","-698.4","-698.4"
"952","-547.7","-547.7","-547.7","-676.4","-676.4","-676.4"
"953","-514.6","-514.6","-514.6","-635.1","-635.1","-635.1"
"954","-461.7","-461.7","-461.7","-734.6","-734.6","-734.6"
"955","-508.6","-508.6","-508.6","-665.6","-665.6","-665.6"
"956","-547.3","-547.3","-547.3","-686","-686","-686"
"957","-493.8","-493.8","-493.8","-570.6","-570.6","-570.6"
"958","-484.9","-484.9","-484.9","-665.8","-665.8","-665.8"
"959","-515.5","-515.5","-515.5","-687.6","-687.6","-687.6"
"960","-454.4","-454.4","-454.4","-618.2","-618.2","-618.2"
"961","-475.3","-475.3","-475.3","-635.4","-635.4","-635.4"
"962","-496.8","-496.8","-496.8","-597.9","-597.9","-597.9"
"963","-466.9","-466.9","-466.9","-681","-681","-681"
"964","-515.3","-515.3","-515.3","-603.4","-603.4","-603.4"
"965","-458.1","-458.1","-458.1","-629.7","-629.7","-629.7"
"966","-503","-503","-503","-658.2","-658.2","-658.2"
"967","-432.7","-432.7","-432.7","-568.1","-568.1","-568.1"
"968","-451.8","-451.8","-451.8","-611.2","-611.2","-611.2"
"969","-465.3","-465.3","-465.3","-649","-649","-649"
"970","-491.6","-491.6","-491.6","-601","-601","-601"
"971","-503","-503","-503","-628.8","-628.8","-628.8"
"972","-438.5","-438.5","-438.5","-711","-711","-711"
"973","-447.1","-447.1","-447.1","-570.6","-570.6","-570.6"
"974","-510.6","-510.6","-510.6","-630.7","-630.7","-630.7"
"975","-425.6","-425.6","-425.6","-656.4","-656.4","-656.4"
"976","-551.3","-551.3","-551.3","-569.5","-569.5","-569.5"
"977","-495.5","-495.5","-495.5","-645.9","-645.9","-645.9"
"978","-504.3","-504.3","-504.3","-550.3","-550.3","-550.3"
"979","-500.4","-500.4","-500.4","-637.4","-637.4","-637.4"
"980","-485","-485","-485","-615","-615","-615"
"981","-514.2","-514.2","-514.2","-573","-573","-573"
"982","-496.5","-496.5","-496.5","-706.4","-706.4","-706.4"
"983","-503.4","-503.4","-503.4","-633.5","-633.5","-633.5"
"984","-529.6","-529.6","-529.6","-612.3","-612.3","-612.3"
"985","-493.7","-493.7","-493.7","-617.9","-617.9","-617.9"
"986","-514.7","-514.7","-514.7","-621.3","-621.3","-621.3"
"987","-457.5","-457.5","-457.5","-618.1","-618.1","-618.1"
"988","-434.6","-434.6","-434.6","-582.1","-582.1","-582.1"
"989","-571.2","-571.2","-571.2","-514.5","-514.5","-514.5"
"990","-456.5","-456.5","-456.5","-657","-657","-657"
"991","-455.5","-455.5","-455.5","-613.8","-613.8","-613.8"
"992","-439.5","-439.5","-439.5","-680.1","-680.1","-680.1"
"993","-503.8","-503.8","-503.8","-610.9","-610.9","-610.9"
"994","-502.1","-502.1","-502.1","-596.2","-596.2","-596.2"
"995","-498.8","-498.8","-498.8","-623.9","-623.9","-623.9"
"996","-568.3","-568.3","-568.3","-586.4","-586.4","-586.4"
"997","-512","-512","-512","-677.9","-677.9","-677.9"
"998","-542.5","-542.5","-542.5","-604.6","-604.6","-604.6"
"999","-496","-496","-496","-600.1","-600.1","-600.1"
