epoch,mpe-large-spread-v3_tarmac_no_mFalse_vTrue_ming - episode_return,mpe-large-spread-v3_tarmac_no_mFalse_vTrue_ming - episode_return__MIN,mpe-large-spread-v3_tarmac_no_mFalse_vTrue_ming - episode_return__MAX,mpe-large-spread-v3_commnet_no_mFalse_vTrue_ming - episode_return,mpe-large-spread-v3_commnet_no_mFalse_vTrue_ming - episode_return__MIN,mpe-large-spread-v3_commnet_no_mFalse_vTrue_ming - episode_return__MAX,mpe-large-spread-v3_tiecomm_no_mFalse_vTrue_ming - episode_return,mpe-large-spread-v3_tiecomm_no_mFalse_vTrue_ming - episode_return__MIN,mpe-large-spread-v3_tiecomm_no_mFalse_vTrue_ming - episode_return__MAX,mpe-large-spread-v3_ic3net_no_mFalse_vTrue_ming - episode_return,mpe-large-spread-v3_ic3net_no_mFalse_vTrue_ming - episode_return__MIN,mpe-large-spread-v3_ic3net_no_mFalse_vTrue_ming - episode_return__MAX,mpe-large-spread-v3_teamcomm_no_mFalse_vTrue_ming - episode_return,mpe-large-spread-v3_teamcomm_no_mFalse_vTrue_ming - episode_return__MIN,mpe-large-spread-v3_teamcomm_no_mFalse_vTrue_ming - episode_return__MAX,mpe-large-spread-v3_magic_no_mFalse_vTrue_ming - episode_return,mpe-large-spread-v3_magic_no_mFalse_vTrue_ming - episode_return__MIN,mpe-large-spread-v3_magic_no_mFalse_vTrue_ming - episode_return__MAX
889,-482.2,-482.2,-482.2,-619.4,-619.4,-619.4,-487,-487,-487,-696.5,-696.5,-696.5,-368.7,-368.7,-368.7,-711.2,-711.2,-711.2
890,-626.5,-626.5,-626.5,-639.8,-639.8,-639.8,-467.2,-467.2,-467.2,-647.2,-647.2,-647.2,-526,-526,-526,-701.3,-701.3,-701.3
891,-568.6,-568.6,-568.6,-583.9,-583.9,-583.9,-537.2,-537.2,-537.2,-713.7,-713.7,-713.7,-417,-417,-417,-629.2,-629.2,-629.2
892,-617.9,-617.9,-617.9,-617.1,-617.1,-617.1,-402.6,-402.6,-402.6,-723.4,-723.4,-723.4,-373.8,-373.8,-373.8,-713.5,-713.5,-713.5
893,-578,-578,-578,-485,-485,-485,-496.1,-496.1,-496.1,-605.2,-605.2,-605.2,-370.5,-370.5,-370.5,-714.2,-714.2,-714.2
894,-676.8,-676.8,-676.8,-497,-497,-497,-462.4,-462.4,-462.4,-782.4,-782.4,-782.4,-434.3,-434.3,-434.3,-649.1,-649.1,-649.1
895,-462,-462,-462,-646.1,-646.1,-646.1,-393.5,-393.5,-393.5,-778,-778,-778,-398.3,-398.3,-398.3,-720,-720,-720
896,-586.3,-586.3,-586.3,-525.2,-525.2,-525.2,-507.6,-507.6,-507.6,-745.7,-745.7,-745.7,-342,-342,-342,-649.7,-649.7,-649.7
897,-572.5,-572.5,-572.5,-543,-543,-543,-451.8,-451.8,-451.8,-623.8,-623.8,-623.8,-454.4,-454.4,-454.4,-661.1,-661.1,-661.1
898,-568.6,-568.6,-568.6,-614.7,-614.7,-614.7,-456,-456,-456,-748.8,-748.8,-748.8,-396.5,-396.5,-396.5,-744,-744,-744
899,-544.5,-544.5,-544.5,-413.6,-413.6,-413.6,-435.7,-435.7,-435.7,-696.7,-696.7,-696.7,-370.9,-370.9,-370.9,-690.4,-690.4,-690.4
900,-543.9,-543.9,-543.9,-505.5,-505.5,-505.5,-500,-500,-500,-646.8,-646.8,-646.8,-359.5,-359.5,-359.5,-730.5,-730.5,-730.5
901,-612.6,-612.6,-612.6,-573,-573,-573,-365.3,-365.3,-365.3,-637,-637,-637,-368.5,-368.5,-368.5,-730.1,-730.1,-730.1
902,-583.5,-583.5,-583.5,-579,-579,-579,-391.2,-391.2,-391.2,-686.6,-686.6,-686.6,-328.8,-328.8,-328.8,-645.7,-645.7,-645.7
903,-525.3,-525.3,-525.3,-581.9,-581.9,-581.9,-425.9,-425.9,-425.9,-704.9,-704.9,-704.9,-327,-327,-327,-625.7,-625.7,-625.7
904,-595.8,-595.8,-595.8,-519.6,-519.6,-519.6,-472.1,-472.1,-472.1,-735.1,-735.1,-735.1,-375.3,-375.3,-375.3,-654.5,-654.5,-654.5
905,-504.3,-504.3,-504.3,-528.2,-528.2,-528.2,-425.9,-425.9,-425.9,-688.1,-688.1,-688.1,-389.8,-389.8,-389.8,-758.7,-758.7,-758.7
906,-599.5,-599.5,-599.5,-566.8,-566.8,-566.8,-438.5,-438.5,-438.5,-692.3,-692.3,-692.3,-339.6,-339.6,-339.6,-712.6,-712.6,-712.6
907,-641.7,-641.7,-641.7,-552.9,-552.9,-552.9,-426.3,-426.3,-426.3,-690.5,-690.5,-690.5,-399.9,-399.9,-399.9,-651.4,-651.4,-651.4
908,-466.2,-466.2,-466.2,-519.4,-519.4,-519.4,-434.4,-434.4,-434.4,-631.8,-631.8,-631.8,-387.7,-387.7,-387.7,-687.6,-687.6,-687.6
909,-645.6,-645.6,-645.6,-644.4,-644.4,-644.4,-377.3,-377.3,-377.3,-635.2,-635.2,-635.2,-352.4,-352.4,-352.4,-693.5,-693.5,-693.5
910,-575,-575,-575,-680.2,-680.2,-680.2,-437.3,-437.3,-437.3,-679.1,-679.1,-679.1,-383.4,-383.4,-383.4,-749.3,-749.3,-749.3
911,-588.2,-588.2,-588.2,-609,-609,-609,-435.4,-435.4,-435.4,-659,-659,-659,-316.6,-316.6,-316.6,-625,-625,-625
912,-613.9,-613.9,-613.9,-608.8,-608.8,-608.8,-551.1,-551.1,-551.1,-687.5,-687.5,-687.5,-365.3,-365.3,-365.3,-792,-792,-792
913,-617.8,-617.8,-617.8,-563.8,-563.8,-563.8,-515.7,-515.7,-515.7,-650.6,-650.6,-650.6,-344.8,-344.8,-344.8,-663.6,-663.6,-663.6
914,-642.3,-642.3,-642.3,-658.7,-658.7,-658.7,-457.9,-457.9,-457.9,-738.3,-738.3,-738.3,-289.3,-289.3,-289.3,-684.3,-684.3,-684.3
915,-678,-678,-678,-619.5,-619.5,-619.5,-449.8,-449.8,-449.8,-707.7,-707.7,-707.7,-328.1,-328.1,-328.1,-664.5,-664.5,-664.5
916,-644.7,-644.7,-644.7,-547.4,-547.4,-547.4,-476.2,-476.2,-476.2,-677.7,-677.7,-677.7,-341,-341,-341,-705.9,-705.9,-705.9
917,-636.5,-636.5,-636.5,-641.6,-641.6,-641.6,-488.5,-488.5,-488.5,-691.3,-691.3,-691.3,-375.1,-375.1,-375.1,-758.3,-758.3,-758.3
918,-625.8,-625.8,-625.8,-573.3,-573.3,-573.3,-383.4,-383.4,-383.4,-727.9,-727.9,-727.9,-328.3,-328.3,-328.3,-613.1,-613.1,-613.1
919,-540.6,-540.6,-540.6,-609.1,-609.1,-609.1,-422.4,-422.4,-422.4,-753.1,-753.1,-753.1,-366.9,-366.9,-366.9,-723.5,-723.5,-723.5
920,-613.1,-613.1,-613.1,-563.1,-563.1,-563.1,-449,-449,-449,-640,-640,-640,-446.5,-446.5,-446.5,-684.3,-684.3,-684.3
921,-578.4,-578.4,-578.4,-518.9,-518.9,-518.9,-468.2,-468.2,-468.2,-720.7,-720.7,-720.7,-387.7,-387.7,-387.7,-719.6,-719.6,-719.6
922,-592.3,-592.3,-592.3,-513.9,-513.9,-513.9,-410.9,-410.9,-410.9,-699.8,-699.8,-699.8,-340.6,-340.6,-340.6,-682.6,-682.6,-682.6
923,-593,-593,-593,-562.2,-562.2,-562.2,-467.6,-467.6,-467.6,-611,-611,-611,-359.1,-359.1,-359.1,-719.6,-719.6,-719.6
924,-603.6,-603.6,-603.6,-607,-607,-607,-501.8,-501.8,-501.8,-736.3,-736.3,-736.3,-343.4,-343.4,-343.4,-575.1,-575.1,-575.1
925,-574.9,-574.9,-574.9,-459,-459,-459,-458,-458,-458,-687.2,-687.2,-687.2,-418.2,-418.2,-418.2,-756.3,-756.3,-756.3
926,-606.9,-606.9,-606.9,-564.3,-564.3,-564.3,-485,-485,-485,-678.2,-678.2,-678.2,-400.2,-400.2,-400.2,-662.2,-662.2,-662.2
927,-595.9,-595.9,-595.9,-605.6,-605.6,-605.6,-446.4,-446.4,-446.4,-719.8,-719.8,-719.8,-419.1,-419.1,-419.1,-672.9,-672.9,-672.9
928,-577.1,-577.1,-577.1,-692.6,-692.6,-692.6,-403,-403,-403,-741,-741,-741,-320.1,-320.1,-320.1,-705,-705,-705
929,-543.2,-543.2,-543.2,-499.8,-499.8,-499.8,-439.3,-439.3,-439.3,-710.6,-710.6,-710.6,-289,-289,-289,-730.2,-730.2,-730.2
930,-591.3,-591.3,-591.3,-708.7,-708.7,-708.7,-442.2,-442.2,-442.2,-714.6,-714.6,-714.6,-370.6,-370.6,-370.6,-716,-716,-716
931,-550.8,-550.8,-550.8,-495.2,-495.2,-495.2,-365,-365,-365,-751.4,-751.4,-751.4,-371.3,-371.3,-371.3,-781.3,-781.3,-781.3
932,-659.2,-659.2,-659.2,-504.4,-504.4,-504.4,-457.5,-457.5,-457.5,-654.3,-654.3,-654.3,-343.6,-343.6,-343.6,-716.9,-716.9,-716.9
933,-625.6,-625.6,-625.6,-634.7,-634.7,-634.7,-526,-526,-526,-686.3,-686.3,-686.3,-346,-346,-346,-696.3,-696.3,-696.3
934,-511.5,-511.5,-511.5,-487.4,-487.4,-487.4,-442.8,-442.8,-442.8,-582.4,-582.4,-582.4,-366.9,-366.9,-366.9,-635.4,-635.4,-635.4
935,-647.4,-647.4,-647.4,-562.9,-562.9,-562.9,-412.3,-412.3,-412.3,-706.7,-706.7,-706.7,-389.8,-389.8,-389.8,-737.5,-737.5,-737.5
936,-645.1,-645.1,-645.1,-580.2,-580.2,-580.2,-471.7,-471.7,-471.7,-737.7,-737.7,-737.7,-324.2,-324.2,-324.2,-698.2,-698.2,-698.2
937,-476.4,-476.4,-476.4,-550.4,-550.4,-550.4,-439.3,-439.3,-439.3,-699.7,-699.7,-699.7,-375.4,-375.4,-375.4,-593.3,-593.3,-593.3
938,-582.4,-582.4,-582.4,-510.6,-510.6,-510.6,-454.1,-454.1,-454.1,-639.7,-639.7,-639.7,-422.3,-422.3,-422.3,-822.6,-822.6,-822.6
939,-506.4,-506.4,-506.4,-577.2,-577.2,-577.2,-426.3,-426.3,-426.3,-665.4,-665.4,-665.4,-358.5,-358.5,-358.5,-744.9,-744.9,-744.9
940,-651.6,-651.6,-651.6,-662.3,-662.3,-662.3,-495.9,-495.9,-495.9,-666,-666,-666,-346.7,-346.7,-346.7,-658.8,-658.8,-658.8
941,-647.5,-647.5,-647.5,-553.7,-553.7,-553.7,-457.8,-457.8,-457.8,-730.8,-730.8,-730.8,-370.9,-370.9,-370.9,-688.7,-688.7,-688.7
942,-550.3,-550.3,-550.3,-686.2,-686.2,-686.2,-451.8,-451.8,-451.8,-642.6,-642.6,-642.6,-410.1,-410.1,-410.1,-682.3,-682.3,-682.3
943,-574.4,-574.4,-574.4,-559.5,-559.5,-559.5,-538.4,-538.4,-538.4,-688.5,-688.5,-688.5,-340.7,-340.7,-340.7,-699.4,-699.4,-699.4
944,-626.6,-626.6,-626.6,-480.8,-480.8,-480.8,-378.8,-378.8,-378.8,-641.9,-641.9,-641.9,-333.9,-333.9,-333.9,-649.5,-649.5,-649.5
945,-593.1,-593.1,-593.1,-636,-636,-636,-408.3,-408.3,-408.3,-661.8,-661.8,-661.8,-362,-362,-362,-720.2,-720.2,-720.2
946,-559,-559,-559,-486.3,-486.3,-486.3,-416,-416,-416,-741,-741,-741,-355.2,-355.2,-355.2,-753,-753,-753
947,-535,-535,-535,-651.8,-651.8,-651.8,-433,-433,-433,-689.9,-689.9,-689.9,-333.7,-333.7,-333.7,-748.4,-748.4,-748.4
948,-593.3,-593.3,-593.3,-479.3,-479.3,-479.3,-392,-392,-392,-680.1,-680.1,-680.1,-370.1,-370.1,-370.1,-671.3,-671.3,-671.3
949,-551.3,-551.3,-551.3,-641.7,-641.7,-641.7,-454.6,-454.6,-454.6,-664.5,-664.5,-664.5,-353.5,-353.5,-353.5,-719.3,-719.3,-719.3
950,-645,-645,-645,-574.9,-574.9,-574.9,-437.8,-437.8,-437.8,-722.8,-722.8,-722.8,-376.9,-376.9,-376.9,-693.5,-693.5,-693.5
951,-609.8,-609.8,-609.8,-632.5,-632.5,-632.5,-493,-493,-493,-730.8,-730.8,-730.8,-392.8,-392.8,-392.8,-723.8,-723.8,-723.8
952,-548.7,-548.7,-548.7,-541.2,-541.2,-541.2,-479,-479,-479,-675.2,-675.2,-675.2,-377.1,-377.1,-377.1,-640.3,-640.3,-640.3
953,-591.5,-591.5,-591.5,-528.3,-528.3,-528.3,-470.9,-470.9,-470.9,-776.9,-776.9,-776.9,-355.1,-355.1,-355.1,-735.8,-735.8,-735.8
954,-614,-614,-614,-557.7,-557.7,-557.7,-489.9,-489.9,-489.9,-750.6,-750.6,-750.6,-369.2,-369.2,-369.2,-715.7,-715.7,-715.7
955,-521.6,-521.6,-521.6,-530.9,-530.9,-530.9,-446.6,-446.6,-446.6,-678.8,-678.8,-678.8,-359.9,-359.9,-359.9,-624.7,-624.7,-624.7
956,-618.6,-618.6,-618.6,-543.3,-543.3,-543.3,-415.6,-415.6,-415.6,-718,-718,-718,-361,-361,-361,-660,-660,-660
957,-623.6,-623.6,-623.6,-504,-504,-504,-413.3,-413.3,-413.3,-740.1,-740.1,-740.1,-345.3,-345.3,-345.3,-631.6,-631.6,-631.6
958,-646.4,-646.4,-646.4,-568.8,-568.8,-568.8,-434.7,-434.7,-434.7,-685.1,-685.1,-685.1,-309.1,-309.1,-309.1,-737.9,-737.9,-737.9
959,-587.4,-587.4,-587.4,-557.2,-557.2,-557.2,-383.8,-383.8,-383.8,-735.2,-735.2,-735.2,-383.8,-383.8,-383.8,-636.4,-636.4,-636.4
960,-511.8,-511.8,-511.8,-475.6,-475.6,-475.6,-382.9,-382.9,-382.9,-720.6,-720.6,-720.6,-395.5,-395.5,-395.5,-628.6,-628.6,-628.6
961,-563.2,-563.2,-563.2,-620.5,-620.5,-620.5,-439,-439,-439,-698,-698,-698,-319.7,-319.7,-319.7,-622.8,-622.8,-622.8
962,-600.3,-600.3,-600.3,-601.3,-601.3,-601.3,-447.5,-447.5,-447.5,-707.6,-707.6,-707.6,-296.8,-296.8,-296.8,-682.2,-682.2,-682.2
963,-549.9,-549.9,-549.9,-502.3,-502.3,-502.3,-452.5,-452.5,-452.5,-818.3,-818.3,-818.3,-371.6,-371.6,-371.6,-618.6,-618.6,-618.6
964,-677.8,-677.8,-677.8,-501.3,-501.3,-501.3,-451.7,-451.7,-451.7,-677,-677,-677,-342.2,-342.2,-342.2,-723.6,-723.6,-723.6
965,-542.4,-542.4,-542.4,-629.4,-629.4,-629.4,-443,-443,-443,-657.3,-657.3,-657.3,-322.9,-322.9,-322.9,-657.2,-657.2,-657.2
966,-574.1,-574.1,-574.1,-591.1,-591.1,-591.1,-444.6,-444.6,-444.6,-645.3,-645.3,-645.3,-324.7,-324.7,-324.7,-627.1,-627.1,-627.1
967,-554.8,-554.8,-554.8,-547,-547,-547,-402.1,-402.1,-402.1,-718,-718,-718,-344.3,-344.3,-344.3,-661,-661,-661
968,-580.5,-580.5,-580.5,-511.5,-511.5,-511.5,-451.4,-451.4,-451.4,-700.6,-700.6,-700.6,-299.7,-299.7,-299.7,-739.2,-739.2,-739.2
969,-559,-559,-559,-542.2,-542.2,-542.2,-378.3,-378.3,-378.3,-687.7,-687.7,-687.7,-317.8,-317.8,-317.8,-627.1,-627.1,-627.1
970,-637.5,-637.5,-637.5,-576.6,-576.6,-576.6,-465,-465,-465,-672,-672,-672,-349.1,-349.1,-349.1,-750,-750,-750
971,-550.9,-550.9,-550.9,-510.2,-510.2,-510.2,-373.4,-373.4,-373.4,-688.8,-688.8,-688.8,-316.2,-316.2,-316.2,-628,-628,-628
972,-608.5,-608.5,-608.5,-583.4,-583.4,-583.4,-422.5,-422.5,-422.5,-741.4,-741.4,-741.4,-343.3,-343.3,-343.3,-698.4,-698.4,-698.4
973,-538.6,-538.6,-538.6,-615.2,-615.2,-615.2,-443.9,-443.9,-443.9,-736,-736,-736,-324.3,-324.3,-324.3,-743.1,-743.1,-743.1
974,-576.3,-576.3,-576.3,-612.5,-612.5,-612.5,-493.4,-493.4,-493.4,-680.6,-680.6,-680.6,-340.9,-340.9,-340.9,-689.7,-689.7,-689.7
975,-576.6,-576.6,-576.6,-498.7,-498.7,-498.7,-468.4,-468.4,-468.4,-704.1,-704.1,-704.1,-342,-342,-342,-623,-623,-623
976,-533.4,-533.4,-533.4,-520.7,-520.7,-520.7,-403.6,-403.6,-403.6,-781.1,-781.1,-781.1,-338.6,-338.6,-338.6,-696.9,-696.9,-696.9
977,-592,-592,-592,-528.3,-528.3,-528.3,-390.3,-390.3,-390.3,-629.3,-629.3,-629.3,-361.6,-361.6,-361.6,-600.3,-600.3,-600.3
978,-598.5,-598.5,-598.5,-549,-549,-549,-399.4,-399.4,-399.4,-717.2,-717.2,-717.2,-323,-323,-323,-610,-610,-610
979,-606.1,-606.1,-606.1,-556.6,-556.6,-556.6,-372.9,-372.9,-372.9,-643,-643,-643,-351.5,-351.5,-351.5,-630.4,-630.4,-630.4
980,-597.8,-597.8,-597.8,-479.7,-479.7,-479.7,-407.8,-407.8,-407.8,-613.1,-613.1,-613.1,-342.6,-342.6,-342.6,-658.7,-658.7,-658.7
981,-579.9,-579.9,-579.9,-554.8,-554.8,-554.8,-433.2,-433.2,-433.2,-686.3,-686.3,-686.3,-366.7,-366.7,-366.7,-693.4,-693.4,-693.4
982,-539.4,-539.4,-539.4,-462.5,-462.5,-462.5,-405.8,-405.8,-405.8,-679.7,-679.7,-679.7,-384.2,-384.2,-384.2,-685,-685,-685
983,-496.9,-496.9,-496.9,-547.9,-547.9,-547.9,-536.7,-536.7,-536.7,-702.2,-702.2,-702.2,-373.3,-373.3,-373.3,-642.7,-642.7,-642.7
984,-562.9,-562.9,-562.9,-599.7,-599.7,-599.7,-421.6,-421.6,-421.6,-745.8,-745.8,-745.8,-379,-379,-379,-632.8,-632.8,-632.8
985,-493.6,-493.6,-493.6,-570.3,-570.3,-570.3,-409.5,-409.5,-409.5,-718.1,-718.1,-718.1,-331.3,-331.3,-331.3,-719.3,-719.3,-719.3
986,-463.9,-463.9,-463.9,-545.3,-545.3,-545.3,-488.8,-488.8,-488.8,-647.7,-647.7,-647.7,-315.2,-315.2,-315.2,-658.7,-658.7,-658.7
987,-499.2,-499.2,-499.2,-500.9,-500.9,-500.9,-404.7,-404.7,-404.7,-704.3,-704.3,-704.3,-262.6,-262.6,-262.6,-700.6,-700.6,-700.6
988,-483.7,-483.7,-483.7,-521.9,-521.9,-521.9,-439.3,-439.3,-439.3,-649.1,-649.1,-649.1,-370.7,-370.7,-370.7,-686.5,-686.5,-686.5
989,-567.5,-567.5,-567.5,-511.1,-511.1,-511.1,-450.9,-450.9,-450.9,-761.1,-761.1,-761.1,-334.6,-334.6,-334.6,-639.3,-639.3,-639.3
990,-545.1,-545.1,-545.1,-569.6,-569.6,-569.6,-417.3,-417.3,-417.3,-672.3,-672.3,-672.3,-329.2,-329.2,-329.2,-717.6,-717.6,-717.6
991,-594.6,-594.6,-594.6,-487.3,-487.3,-487.3,-385.2,-385.2,-385.2,-786,-786,-786,-329.2,-329.2,-329.2,-715.5,-715.5,-715.5
992,-543,-543,-543,-477.2,-477.2,-477.2,-421.7,-421.7,-421.7,-672,-672,-672,-344.5,-344.5,-344.5,-743.2,-743.2,-743.2
993,-471.8,-471.8,-471.8,-646.9,-646.9,-646.9,-489.4,-489.4,-489.4,-685.3,-685.3,-685.3,-311.4,-311.4,-311.4,-723.1,-723.1,-723.1
994,-565.8,-565.8,-565.8,-475.7,-475.7,-475.7,-441.4,-441.4,-441.4,-679.3,-679.3,-679.3,-366,-366,-366,-626.5,-626.5,-626.5
995,-514.8,-514.8,-514.8,-521.9,-521.9,-521.9,-412.3,-412.3,-412.3,-698,-698,-698,-378.6,-378.6,-378.6,-680,-680,-680
996,-534.5,-534.5,-534.5,-639.4,-639.4,-639.4,-442.8,-442.8,-442.8,-676.5,-676.5,-676.5,-370.9,-370.9,-370.9,-698.7,-698.7,-698.7
997,-529.1,-529.1,-529.1,-473.7,-473.7,-473.7,-452.5,-452.5,-452.5,-761.6,-761.6,-761.6,-337,-337,-337,-660.4,-660.4,-660.4
998,-549,-549,-549,-579.9,-579.9,-579.9,-551.1,-551.1,-551.1,-651,-651,-651,-387.4,-387.4,-387.4,-653.7,-653.7,-653.7
999,-553.7,-553.7,-553.7,-469.9,-469.9,-469.9,-478,-478,-478,-676.2,-676.2,-676.2,-333.3,-333.3,-333.3,-736.7,-736.7,-736.7
1000,-503.1,-503.1,-503.1,-579.8,-579.8,-579.8,-427.4,-427.4,-427.4,-754.6,-754.6,-754.6,-349.4,-349.4,-349.4,-591.7,-591.7,-591.7
