epoch,mpe-large-spread-v3_teamcomm_no_mFalse_vFalse_vib - episode_return,mpe-large-spread-v3_teamcomm_no_mFalse_vFalse_vib - episode_return__MIN,mpe-large-spread-v3_teamcomm_no_mFalse_vFalse_vib - episode_return__MAX,mpe-large-spread-v3_teamcomm_no_mFalse_vTrue_vib - episode_return,mpe-large-spread-v3_teamcomm_no_mFalse_vTrue_vib - episode_return__MIN,mpe-large-spread-v3_teamcomm_no_mFalse_vTrue_vib - episode_return__MAX
873,-414.9,-414.9,-414.9,-307.6,-307.6,-307.6
874,-400.6,-400.6,-400.6,-363.1,-363.1,-363.1
875,-422,-422,-422,-371.2,-371.2,-371.2
876,-381.2,-381.2,-381.2,-359.2,-359.2,-359.2
877,-408.4,-408.4,-408.4,-367.4,-367.4,-367.4
878,-418.1,-418.1,-418.1,-376.5,-376.5,-376.5
879,-429.2,-429.2,-429.2,-324.5,-324.5,-324.5
880,-388.7,-388.7,-388.7,-352.3,-352.3,-352.3
881,-402.5,-402.5,-402.5,-422.1,-422.1,-422.1
882,-367.2,-367.2,-367.2,-419.9,-419.9,-419.9
883,-407.2,-407.2,-407.2,-363.3,-363.3,-363.3
884,-430.6,-430.6,-430.6,-357,-357,-357
885,-398.8,-398.8,-398.8,-406.3,-406.3,-406.3
886,-393,-393,-393,-360.3,-360.3,-360.3
887,-354,-354,-354,-326.3,-326.3,-326.3
888,-409.4,-409.4,-409.4,-289.3,-289.3,-289.3
889,-345.2,-345.2,-345.2,-330.8,-330.8,-330.8
890,-341.4,-341.4,-341.4,-366.7,-366.7,-366.7
891,-383.5,-383.5,-383.5,-333.1,-333.1,-333.1
892,-407.6,-407.6,-407.6,-301.3,-301.3,-301.3
893,-402.6,-402.6,-402.6,-353.1,-353.1,-353.1
894,-377.6,-377.6,-377.6,-388,-388,-388
895,-470.5,-470.5,-470.5,-341,-341,-341
896,-365.1,-365.1,-365.1,-314.6,-314.6,-314.6
897,-334.4,-334.4,-334.4,-330.9,-330.9,-330.9
898,-444.4,-444.4,-444.4,-374.9,-374.9,-374.9
899,-363.5,-363.5,-363.5,-371.6,-371.6,-371.6
900,-455.8,-455.8,-455.8,-345,-345,-345
901,-418.7,-418.7,-418.7,-407.4,-407.4,-407.4
902,-384.4,-384.4,-384.4,-371.8,-371.8,-371.8
903,-379.5,-379.5,-379.5,-307.8,-307.8,-307.8
904,-395.4,-395.4,-395.4,-355.7,-355.7,-355.7
905,-383.7,-383.7,-383.7,-362.5,-362.5,-362.5
906,-383.2,-383.2,-383.2,-365.1,-365.1,-365.1
907,-423.5,-423.5,-423.5,-326.6,-326.6,-326.6
908,-426.4,-426.4,-426.4,-362.7,-362.7,-362.7
909,-375.2,-375.2,-375.2,-384.6,-384.6,-384.6
910,-436.1,-436.1,-436.1,-387.2,-387.2,-387.2
911,-402.4,-402.4,-402.4,-344.4,-344.4,-344.4
912,-414,-414,-414,-387.5,-387.5,-387.5
913,-369.8,-369.8,-369.8,-336.7,-336.7,-336.7
914,-371,-371,-371,-318.5,-318.5,-318.5
915,-386.4,-386.4,-386.4,-303.6,-303.6,-303.6
916,-407,-407,-407,-303.6,-303.6,-303.6
917,-418.1,-418.1,-418.1,-351,-351,-351
918,-404.1,-404.1,-404.1,-325.4,-325.4,-325.4
919,-396.3,-396.3,-396.3,-312.4,-312.4,-312.4
920,-422.1,-422.1,-422.1,-373.4,-373.4,-373.4
921,-380.6,-380.6,-380.6,-356.2,-356.2,-356.2
922,-480.7,-480.7,-480.7,-395.7,-395.7,-395.7
923,-439.3,-439.3,-439.3,-378,-378,-378
924,-423,-423,-423,-373.4,-373.4,-373.4
925,-454.8,-454.8,-454.8,-328.1,-328.1,-328.1
926,-482.7,-482.7,-482.7,-323.6,-323.6,-323.6
927,-464.1,-464.1,-464.1,-366.7,-366.7,-366.7
928,-389.8,-389.8,-389.8,-344.8,-344.8,-344.8
929,-350.8,-350.8,-350.8,-379.6,-379.6,-379.6
930,-512.9,-512.9,-512.9,-374.4,-374.4,-374.4
931,-438,-438,-438,-380.2,-380.2,-380.2
932,-421.4,-421.4,-421.4,-339.8,-339.8,-339.8
933,-408.4,-408.4,-408.4,-314.2,-314.2,-314.2
934,-386.3,-386.3,-386.3,-379.3,-379.3,-379.3
935,-415,-415,-415,-391.3,-391.3,-391.3
936,-448.7,-448.7,-448.7,-314.3,-314.3,-314.3
937,-396.3,-396.3,-396.3,-380,-380,-380
938,-414.2,-414.2,-414.2,-322.4,-322.4,-322.4
939,-360.8,-360.8,-360.8,-326.1,-326.1,-326.1
940,-396.6,-396.6,-396.6,-320,-320,-320
941,-455.6,-455.6,-455.6,-357.8,-357.8,-357.8
942,-457.1,-457.1,-457.1,-375.8,-375.8,-375.8
943,-394.8,-394.8,-394.8,-303.5,-303.5,-303.5
944,-377.4,-377.4,-377.4,-318.1,-318.1,-318.1
945,-466.5,-466.5,-466.5,-338.3,-338.3,-338.3
946,-422.3,-422.3,-422.3,-338.3,-338.3,-338.3
947,-373,-373,-373,-318.2,-318.2,-318.2
948,-388.9,-388.9,-388.9,-316.3,-316.3,-316.3
949,-355.8,-355.8,-355.8,-377.8,-377.8,-377.8
950,-457.3,-457.3,-457.3,-322.3,-322.3,-322.3
951,-440.1,-440.1,-440.1,-327.2,-327.2,-327.2
952,-391.2,-391.2,-391.2,-379.2,-379.2,-379.2
953,-481.4,-481.4,-481.4,-304.2,-304.2,-304.2
954,-347.8,-347.8,-347.8,-357.4,-357.4,-357.4
955,-434.6,-434.6,-434.6,-329.9,-329.9,-329.9
956,-371.6,-371.6,-371.6,-313.9,-313.9,-313.9
957,-523.7,-523.7,-523.7,-395.6,-395.6,-395.6
958,-401.3,-401.3,-401.3,-362.5,-362.5,-362.5
959,-423,-423,-423,-384.5,-384.5,-384.5
960,-440.2,-440.2,-440.2,-363.9,-363.9,-363.9
961,-415.8,-415.8,-415.8,-354.2,-354.2,-354.2
962,-391.4,-391.4,-391.4,-329,-329,-329
963,-368.8,-368.8,-368.8,-271.6,-271.6,-271.6
964,-361.4,-361.4,-361.4,-277.6,-277.6,-277.6
965,-361.9,-361.9,-361.9,-333.2,-333.2,-333.2
966,-447.1,-447.1,-447.1,-265.5,-265.5,-265.5
967,-423.1,-423.1,-423.1,-306.3,-306.3,-306.3
968,-428.3,-428.3,-428.3,-354.8,-354.8,-354.8
969,-453.5,-453.5,-453.5,-345.6,-345.6,-345.6
970,-416.8,-416.8,-416.8,-358.1,-358.1,-358.1
971,-346.5,-346.5,-346.5,-317.4,-317.4,-317.4
972,-453.9,-453.9,-453.9,-337.5,-337.5,-337.5
973,-362.4,-362.4,-362.4,-293.2,-293.2,-293.2
974,-371.4,-371.4,-371.4,-354.4,-354.4,-354.4
975,-336,-336,-336,-330.3,-330.3,-330.3
976,-338.9,-338.9,-338.9,-323.7,-323.7,-323.7
977,-382.3,-382.3,-382.3,-369.4,-369.4,-369.4
978,-430.4,-430.4,-430.4,-331.6,-331.6,-331.6
979,-474.3,-474.3,-474.3,-326.5,-326.5,-326.5
980,-373.2,-373.2,-373.2,-287.5,-287.5,-287.5
981,-371.8,-371.8,-371.8,-343.3,-343.3,-343.3
982,-463.6,-463.6,-463.6,-290.3,-290.3,-290.3
983,-402.7,-402.7,-402.7,-301.6,-301.6,-301.6
984,-388.2,-388.2,-388.2,-365.6,-365.6,-365.6
985,-387.3,-387.3,-387.3,-351.8,-351.8,-351.8
986,-420.6,-420.6,-420.6,-335.6,-335.6,-335.6
987,-358.2,-358.2,-358.2,-402.8,-402.8,-402.8
988,-475.8,-475.8,-475.8,-304.4,-304.4,-304.4
989,-472.6,-472.6,-472.6,-327.9,-327.9,-327.9
990,-415,-415,-415,-296.1,-296.1,-296.1
991,-535.4,-535.4,-535.4,-299.4,-299.4,-299.4
992,-471.6,-471.6,-471.6,-336.3,-336.3,-336.3
993,-440.8,-440.8,-440.8,-312,-312,-312
994,-374.2,-374.2,-374.2,-370.1,-370.1,-370.1
995,-354,-354,-354,-316.4,-316.4,-316.4
996,-395.1,-395.1,-395.1,-326.7,-326.7,-326.7
997,-456.7,-456.7,-456.7,-327.9,-327.9,-327.9
998,-453.4,-453.4,-453.4,-357.2,-357.2,-357.2
999,-410.6,-410.6,-410.6,-306.7,-306.7,-306.7
1000,-372.1,-372.1,-372.1,-354.9,-354.9,-354.9
