"Step","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_allhave - episode_return","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_allhave - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_allhave - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_justentity - episode_return","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_justentity - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_justentity - episode_return__MAX"
"816","-608.2","-608.2","-608.2","-561.2","-561.2","-561.2"
"817","-588.9","-588.9","-588.9","-522.8","-522.8","-522.8"
"818","-596.9","-596.9","-596.9","-530.5","-530.5","-530.5"
"819","-642.9","-642.9","-642.9","-634.1","-634.1","-634.1"
"820","-569.6","-569.6","-569.6","-512.1","-512.1","-512.1"
"821","-567.7","-567.7","-567.7","-572.3","-572.3","-572.3"
"822","-486.8","-486.8","-486.8","-575.4","-575.4","-575.4"
"823","-516.2","-516.2","-516.2","-521.1","-521.1","-521.1"
"824","-607.9","-607.9","-607.9","-537.9","-537.9","-537.9"
"825","-604.1","-604.1","-604.1","-570.7","-570.7","-570.7"
"826","-607","-607","-607","-508.1","-508.1","-508.1"
"827","-612.2","-612.2","-612.2","-543.8","-543.8","-543.8"
"828","-609","-609","-609","-559.7","-559.7","-559.7"
"829","-600.6","-600.6","-600.6","-521.7","-521.7","-521.7"
"830","-542.4","-542.4","-542.4","-565","-565","-565"
"831","-699","-699","-699","-485.6","-485.6","-485.6"
"832","-664.8","-664.8","-664.8","-607.2","-607.2","-607.2"
"833","-626.7","-626.7","-626.7","-545.3","-545.3","-545.3"
"834","-497.6","-497.6","-497.6","-556.3","-556.3","-556.3"
"835","-585","-585","-585","-569.6","-569.6","-569.6"
"836","-647.7","-647.7","-647.7","-576.5","-576.5","-576.5"
"837","-502","-502","-502","-521","-521","-521"
"838","-604.2","-604.2","-604.2","-571.1","-571.1","-571.1"
"839","-544.5","-544.5","-544.5","-590.2","-590.2","-590.2"
"840","-653.9","-653.9","-653.9","-651.1","-651.1","-651.1"
"841","-541.1","-541.1","-541.1","-616","-616","-616"
"842","-591","-591","-591","-586.6","-586.6","-586.6"
"843","-588.1","-588.1","-588.1","-566.8","-566.8","-566.8"
"844","-544","-544","-544","-598.9","-598.9","-598.9"
"845","-570.2","-570.2","-570.2","-527.7","-527.7","-527.7"
"846","-562.6","-562.6","-562.6","-531.7","-531.7","-531.7"
"847","-655.3","-655.3","-655.3","-514.8","-514.8","-514.8"
"848","-663.8","-663.8","-663.8","-620.8","-620.8","-620.8"
"849","-575.9","-575.9","-575.9","-522.9","-522.9","-522.9"
"850","-598.7","-598.7","-598.7","-585.5","-585.5","-585.5"
"851","-543","-543","-543","-561.4","-561.4","-561.4"
"852","-695.2","-695.2","-695.2","-590.3","-590.3","-590.3"
"853","-542.4","-542.4","-542.4","-562","-562","-562"
"854","-519.9","-519.9","-519.9","-538.3","-538.3","-538.3"
"855","-620","-620","-620","-591.9","-591.9","-591.9"
"856","-622.2","-622.2","-622.2","-517.2","-517.2","-517.2"
"857","-588.4","-588.4","-588.4","-596.4","-596.4","-596.4"
"858","-599.9","-599.9","-599.9","-602.3","-602.3","-602.3"
"859","-520.3","-520.3","-520.3","-521","-521","-521"
"860","-599.5","-599.5","-599.5","-536.1","-536.1","-536.1"
"861","-615.5","-615.5","-615.5","-563.5","-563.5","-563.5"
"862","-592.1","-592.1","-592.1","-508.7","-508.7","-508.7"
"863","-578.5","-578.5","-578.5","-558.7","-558.7","-558.7"
"864","-547.9","-547.9","-547.9","-562.4","-562.4","-562.4"
"865","-575.9","-575.9","-575.9","-545.5","-545.5","-545.5"
"866","-548.9","-548.9","-548.9","-603.1","-603.1","-603.1"
"867","-649.4","-649.4","-649.4","-541.9","-541.9","-541.9"
"868","-505.7","-505.7","-505.7","-593.8","-593.8","-593.8"
"869","-549.6","-549.6","-549.6","-501.3","-501.3","-501.3"
"870","-574.3","-574.3","-574.3","-667.3","-667.3","-667.3"
"871","-567.6","-567.6","-567.6","-657.1","-657.1","-657.1"
"872","-552.5","-552.5","-552.5","-616.7","-616.7","-616.7"
"873","-635","-635","-635","-533","-533","-533"
"874","-656.2","-656.2","-656.2","-574.9","-574.9","-574.9"
"875","-568.3","-568.3","-568.3","-597.7","-597.7","-597.7"
"876","-521.9","-521.9","-521.9","-555.7","-555.7","-555.7"
"877","-595","-595","-595","-551.8","-551.8","-551.8"
"878","-540.6","-540.6","-540.6","-501.3","-501.3","-501.3"
"879","-559","-559","-559","-558.6","-558.6","-558.6"
"880","-513.6","-513.6","-513.6","-557.4","-557.4","-557.4"
"881","-543.8","-543.8","-543.8","-567.9","-567.9","-567.9"
"882","-544.7","-544.7","-544.7","-554.4","-554.4","-554.4"
"883","-601.8","-601.8","-601.8","-590.7","-590.7","-590.7"
"884","-622.8","-622.8","-622.8","-582.7","-582.7","-582.7"
"885","-584","-584","-584","-551.9","-551.9","-551.9"
"886","-576.5","-576.5","-576.5","-564.4","-564.4","-564.4"
"887","-522.4","-522.4","-522.4","-565.2","-565.2","-565.2"
"888","-552.8","-552.8","-552.8","-514","-514","-514"
"889","-609.5","-609.5","-609.5","-592.5","-592.5","-592.5"
"890","-618.1","-618.1","-618.1","-540.6","-540.6","-540.6"
"891","-655.5","-655.5","-655.5","-549.3","-549.3","-549.3"
"892","-591","-591","-591","-575.1","-575.1","-575.1"
"893","-588.9","-588.9","-588.9","-526.4","-526.4","-526.4"
"894","-630.1","-630.1","-630.1","-648.8","-648.8","-648.8"
"895","-578.3","-578.3","-578.3","-592.1","-592.1","-592.1"
"896","-481.5","-481.5","-481.5","-574.7","-574.7","-574.7"
"897","-540.1","-540.1","-540.1","-538.3","-538.3","-538.3"
"898","-555.2","-555.2","-555.2","-645.2","-645.2","-645.2"
"899","-590.8","-590.8","-590.8","-571.3","-571.3","-571.3"
"900","-555.9","-555.9","-555.9","-585.6","-585.6","-585.6"
"901","-475.5","-475.5","-475.5","-553.8","-553.8","-553.8"
"902","-533","-533","-533","-540.4","-540.4","-540.4"
"903","-526.4","-526.4","-526.4","-588.5","-588.5","-588.5"
"904","-581.4","-581.4","-581.4","-636.7","-636.7","-636.7"
"905","-566.7","-566.7","-566.7","-619","-619","-619"
"906","-630.3","-630.3","-630.3","-607.1","-607.1","-607.1"
"907","-539.3","-539.3","-539.3","-628.3","-628.3","-628.3"
"908","-599","-599","-599","-507.6","-507.6","-507.6"
"909","-509.8","-509.8","-509.8","-530.4","-530.4","-530.4"
"910","-585.9","-585.9","-585.9","-587","-587","-587"
"911","-561.8","-561.8","-561.8","-556.6","-556.6","-556.6"
"912","-521.5","-521.5","-521.5","-618.7","-618.7","-618.7"
"913","-574.4","-574.4","-574.4","-610.4","-610.4","-610.4"
"914","-592.9","-592.9","-592.9","-467.4","-467.4","-467.4"
"915","-551.2","-551.2","-551.2","-585.7","-585.7","-585.7"
"916","-591","-591","-591","-557.9","-557.9","-557.9"
"917","-647.8","-647.8","-647.8","-543.9","-543.9","-543.9"
"918","-700.8","-700.8","-700.8","-577.1","-577.1","-577.1"
"919","-600.5","-600.5","-600.5","-633.1","-633.1","-633.1"
"920","-570.6","-570.6","-570.6","-534.3","-534.3","-534.3"
"921","-550.1","-550.1","-550.1","-559.3","-559.3","-559.3"
"922","-561.8","-561.8","-561.8","-612.7","-612.7","-612.7"
"923","-577.6","-577.6","-577.6","-559.3","-559.3","-559.3"
"924","-592.6","-592.6","-592.6","-557.5","-557.5","-557.5"
"925","-526.4","-526.4","-526.4","-562.7","-562.7","-562.7"
"926","-581.9","-581.9","-581.9","-563.7","-563.7","-563.7"
"927","-620.4","-620.4","-620.4","-579.9","-579.9","-579.9"
"928","-558","-558","-558","-574.4","-574.4","-574.4"
"929","-605.7","-605.7","-605.7","-575.3","-575.3","-575.3"
"930","-631.4","-631.4","-631.4","-571.2","-571.2","-571.2"
"931","-608","-608","-608","-582.5","-582.5","-582.5"
"932","-552","-552","-552","-546.1","-546.1","-546.1"
"933","-574.6","-574.6","-574.6","-606.4","-606.4","-606.4"
"934","-533.8","-533.8","-533.8","-578","-578","-578"
"935","-548","-548","-548","-524.9","-524.9","-524.9"
"936","-512.1","-512.1","-512.1","-528.2","-528.2","-528.2"
"937","-564.2","-564.2","-564.2","-475.1","-475.1","-475.1"
"938","-511.1","-511.1","-511.1","-545","-545","-545"
"939","-606.9","-606.9","-606.9","-561.6","-561.6","-561.6"
"940","-615.9","-615.9","-615.9","-601.4","-601.4","-601.4"
"941","-624.9","-624.9","-624.9","-599.8","-599.8","-599.8"
"942","-485.6","-485.6","-485.6","-613.9","-613.9","-613.9"
"943","-576.7","-576.7","-576.7","-498.4","-498.4","-498.4"
"944","-608.4","-608.4","-608.4","-533.3","-533.3","-533.3"
"945","-583.8","-583.8","-583.8","-522.2","-522.2","-522.2"
"946","-523.3","-523.3","-523.3","-585.9","-585.9","-585.9"
"947","-595.3","-595.3","-595.3","-572.3","-572.3","-572.3"
"948","-559.4","-559.4","-559.4","-584.9","-584.9","-584.9"
"949","-575.2","-575.2","-575.2","-575.1","-575.1","-575.1"
"950","-548.4","-548.4","-548.4","-576.5","-576.5","-576.5"
"951","-625.7","-625.7","-625.7","-603","-603","-603"
"952","-623.5","-623.5","-623.5","-422","-422","-422"
"953","-612.6","-612.6","-612.6","-494.4","-494.4","-494.4"
"954","-666.9","-666.9","-666.9","-575.4","-575.4","-575.4"
"955","-612.4","-612.4","-612.4","-531.7","-531.7","-531.7"
"956","-667.2","-667.2","-667.2","-587.9","-587.9","-587.9"
"957","-607.7","-607.7","-607.7","-587.7","-587.7","-587.7"
"958","-613.5","-613.5","-613.5","-595.3","-595.3","-595.3"
"959","-555","-555","-555","-568.9","-568.9","-568.9"
"960","-664.9","-664.9","-664.9","-474.5","-474.5","-474.5"
"961","-537.8","-537.8","-537.8","-544.3","-544.3","-544.3"
"962","-476.5","-476.5","-476.5","-605.8","-605.8","-605.8"
"963","-591.7","-591.7","-591.7","-648.7","-648.7","-648.7"
"964","-600","-600","-600","-645.8","-645.8","-645.8"
"965","-630.8","-630.8","-630.8","-535.5","-535.5","-535.5"
"966","-547.8","-547.8","-547.8","-582.4","-582.4","-582.4"
"967","-510.3","-510.3","-510.3","-533.8","-533.8","-533.8"
"968","-568.3","-568.3","-568.3","-648.3","-648.3","-648.3"
"969","-559.6","-559.6","-559.6","-614.5","-614.5","-614.5"
"970","-536.2","-536.2","-536.2","-559.7","-559.7","-559.7"
"971","-581.3","-581.3","-581.3","-546.9","-546.9","-546.9"
"972","-602.5","-602.5","-602.5","-528.2","-528.2","-528.2"
"973","-629.3","-629.3","-629.3","-637.2","-637.2","-637.2"
"974","-538.2","-538.2","-538.2","-525.7","-525.7","-525.7"
"975","-542.7","-542.7","-542.7","-597.4","-597.4","-597.4"
"976","-576.7","-576.7","-576.7","-584.9","-584.9","-584.9"
"977","-598.1","-598.1","-598.1","-571","-571","-571"
"978","-549.3","-549.3","-549.3","-531.9","-531.9","-531.9"
"979","-489.4","-489.4","-489.4","-535.5","-535.5","-535.5"
"980","-573.8","-573.8","-573.8","-502.5","-502.5","-502.5"
"981","-487.8","-487.8","-487.8","-572.3","-572.3","-572.3"
"982","-585.9","-585.9","-585.9","-524.7","-524.7","-524.7"
"983","-652.1","-652.1","-652.1","-633.8","-633.8","-633.8"
"984","-545.6","-545.6","-545.6","-563.2","-563.2","-563.2"
"985","-575","-575","-575","-593","-593","-593"
"986","-595","-595","-595","-536.7","-536.7","-536.7"
"987","-416.2","-416.2","-416.2","-560.4","-560.4","-560.4"
"988","-576","-576","-576","-632.6","-632.6","-632.6"
"989","-535.8","-535.8","-535.8","-565.9","-565.9","-565.9"
"990","-522.8","-522.8","-522.8","-553.5","-553.5","-553.5"
"991","-463.8","-463.8","-463.8","-630.1","-630.1","-630.1"
"992","-594.9","-594.9","-594.9","-617.6","-617.6","-617.6"
"993","-600.7","-600.7","-600.7","-570","-570","-570"
"994","-556.2","-556.2","-556.2","-553.5","-553.5","-553.5"
"995","-537.3","-537.3","-537.3","-544.2","-544.2","-544.2"
"996","-591.6","-591.6","-591.6","-563.9","-563.9","-563.9"
"997","-560.2","-560.2","-560.2","-574.4","-574.4","-574.4"
"998","-560.7","-560.7","-560.7","-568.7","-568.7","-568.7"
"999","-576.8","-576.8","-576.8","-568.2","-568.2","-568.2"
