"Step","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_3_333figure3 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_3_333figure3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_3_333figure3 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_4_333figure3 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_4_333figure3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_4_333figure3 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_333figure3 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_333figure3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_333figure3 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_2_333figure3 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_2_333figure3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_2_333figure3 - episode_return__MAX"
"209","-433.9","-433.9","-433.9","-494.8","-494.8","-494.8","-478.4","-478.4","-478.4","-526.7","-526.7","-526.7"
"210","-435.9","-435.9","-435.9","-482.5","-482.5","-482.5","-482.7","-482.7","-482.7","-424.8","-424.8","-424.8"
"211","-390.9","-390.9","-390.9","-469.2","-469.2","-469.2","-493","-493","-493","-427.2","-427.2","-427.2"
"212","-475.1","-475.1","-475.1","-432.6","-432.6","-432.6","-500","-500","-500","-460.3","-460.3","-460.3"
"213","-450.6","-450.6","-450.6","-448.9","-448.9","-448.9","-446.9","-446.9","-446.9","-461.4","-461.4","-461.4"
"214","-460.7","-460.7","-460.7","-434.7","-434.7","-434.7","-472.7","-472.7","-472.7","-509.6","-509.6","-509.6"
"215","-421.2","-421.2","-421.2","-444.5","-444.5","-444.5","-428.4","-428.4","-428.4","-525.6","-525.6","-525.6"
"216","-468.1","-468.1","-468.1","-461.5","-461.5","-461.5","-444.5","-444.5","-444.5","-485.2","-485.2","-485.2"
"217","-509.9","-509.9","-509.9","-484.7","-484.7","-484.7","-455","-455","-455","-464.7","-464.7","-464.7"
"218","-372.8","-372.8","-372.8","-465.7","-465.7","-465.7","-428.2","-428.2","-428.2","-424.9","-424.9","-424.9"
"219","-462.3","-462.3","-462.3","-494.3","-494.3","-494.3","-443.9","-443.9","-443.9","-484.9","-484.9","-484.9"
"220","-447.1","-447.1","-447.1","-435.2","-435.2","-435.2","-467.6","-467.6","-467.6","-437.6","-437.6","-437.6"
"221","-439.6","-439.6","-439.6","-494.2","-494.2","-494.2","-430.9","-430.9","-430.9","-491.9","-491.9","-491.9"
"222","-442","-442","-442","-443.6","-443.6","-443.6","-492","-492","-492","-437.1","-437.1","-437.1"
"223","-452.2","-452.2","-452.2","-459.7","-459.7","-459.7","-442.3","-442.3","-442.3","-458","-458","-458"
"224","-416.6","-416.6","-416.6","-495.5","-495.5","-495.5","-521.5","-521.5","-521.5","-444.8","-444.8","-444.8"
"225","-439.5","-439.5","-439.5","-461.7","-461.7","-461.7","-473.4","-473.4","-473.4","-489.3","-489.3","-489.3"
"226","-471.1","-471.1","-471.1","-470","-470","-470","-470.1","-470.1","-470.1","-452.8","-452.8","-452.8"
"227","-402.3","-402.3","-402.3","-457.1","-457.1","-457.1","-445.9","-445.9","-445.9","-456.8","-456.8","-456.8"
"228","-490.9","-490.9","-490.9","-432.2","-432.2","-432.2","-470.9","-470.9","-470.9","-424.7","-424.7","-424.7"
"229","-435.9","-435.9","-435.9","-380.1","-380.1","-380.1","-521.6","-521.6","-521.6","-504.3","-504.3","-504.3"
"230","-417.6","-417.6","-417.6","-413.6","-413.6","-413.6","-432.3","-432.3","-432.3","-443.1","-443.1","-443.1"
"231","-411.9","-411.9","-411.9","-487","-487","-487","-480","-480","-480","-522.5","-522.5","-522.5"
"232","-386.1","-386.1","-386.1","-473.1","-473.1","-473.1","-481.2","-481.2","-481.2","-498.5","-498.5","-498.5"
"233","-369.9","-369.9","-369.9","-440.9","-440.9","-440.9","-428.8","-428.8","-428.8","-485.3","-485.3","-485.3"
"234","-353.9","-353.9","-353.9","-432.9","-432.9","-432.9","-440.4","-440.4","-440.4","-414.2","-414.2","-414.2"
"235","-417.9","-417.9","-417.9","-424.4","-424.4","-424.4","-476.4","-476.4","-476.4","-460.6","-460.6","-460.6"
"236","-448.9","-448.9","-448.9","-390.1","-390.1","-390.1","-466","-466","-466","-507.1","-507.1","-507.1"
"237","-465.8","-465.8","-465.8","-461.2","-461.2","-461.2","-414.2","-414.2","-414.2","-443.4","-443.4","-443.4"
"238","-423.9","-423.9","-423.9","-490.5","-490.5","-490.5","-435.8","-435.8","-435.8","-437.6","-437.6","-437.6"
"239","-388.2","-388.2","-388.2","-444.1","-444.1","-444.1","-469","-469","-469","-444.3","-444.3","-444.3"
"240","-422.8","-422.8","-422.8","-429.1","-429.1","-429.1","-488.9","-488.9","-488.9","-447.8","-447.8","-447.8"
"241","-451.7","-451.7","-451.7","-465","-465","-465","-471.8","-471.8","-471.8","-446.1","-446.1","-446.1"
"242","-474.7","-474.7","-474.7","-360.8","-360.8","-360.8","-436.1","-436.1","-436.1","-452.6","-452.6","-452.6"
"243","-386","-386","-386","-445.3","-445.3","-445.3","-456.1","-456.1","-456.1","-486.9","-486.9","-486.9"
"244","-486.1","-486.1","-486.1","-441.8","-441.8","-441.8","-432.1","-432.1","-432.1","-440.1","-440.1","-440.1"
"245","-375.5","-375.5","-375.5","-381","-381","-381","-464.9","-464.9","-464.9","-484.8","-484.8","-484.8"
"246","-424.6","-424.6","-424.6","-413.9","-413.9","-413.9","-424.4","-424.4","-424.4","-490.1","-490.1","-490.1"
"247","-467.3","-467.3","-467.3","-470.2","-470.2","-470.2","-418.1","-418.1","-418.1","-380.7","-380.7","-380.7"
"248","-421.9","-421.9","-421.9","-487.9","-487.9","-487.9","-485.1","-485.1","-485.1","-404.3","-404.3","-404.3"
"249","-406","-406","-406","-475.5","-475.5","-475.5","-417.2","-417.2","-417.2","-507.7","-507.7","-507.7"
"250","-425.4","-425.4","-425.4","-437.5","-437.5","-437.5","-433.8","-433.8","-433.8","-487.4","-487.4","-487.4"
"251","-472.2","-472.2","-472.2","-379.3","-379.3","-379.3","-470.1","-470.1","-470.1","-496.2","-496.2","-496.2"
"252","-449.4","-449.4","-449.4","-464.7","-464.7","-464.7","-479.2","-479.2","-479.2","-430.1","-430.1","-430.1"
"253","-407","-407","-407","-432.1","-432.1","-432.1","-475.9","-475.9","-475.9","-412.4","-412.4","-412.4"
"254","-381","-381","-381","-412.6","-412.6","-412.6","-436.5","-436.5","-436.5","-432.1","-432.1","-432.1"
"255","-422.2","-422.2","-422.2","-528.8","-528.8","-528.8","-433.5","-433.5","-433.5","-374.1","-374.1","-374.1"
"256","-401.1","-401.1","-401.1","-484.3","-484.3","-484.3","-443.3","-443.3","-443.3","-439.4","-439.4","-439.4"
"257","-400.4","-400.4","-400.4","-437","-437","-437","-386.4","-386.4","-386.4","-390.7","-390.7","-390.7"
"258","-414.9","-414.9","-414.9","-469.8","-469.8","-469.8","-442.5","-442.5","-442.5","-407","-407","-407"
"259","-433.5","-433.5","-433.5","-442.6","-442.6","-442.6","-395.4","-395.4","-395.4","-427.4","-427.4","-427.4"
"260","-393.5","-393.5","-393.5","-416.1","-416.1","-416.1","-459.1","-459.1","-459.1","-508.2","-508.2","-508.2"
"261","-359.6","-359.6","-359.6","-416.4","-416.4","-416.4","-507.2","-507.2","-507.2","-429.4","-429.4","-429.4"
"262","-363.9","-363.9","-363.9","-400.3","-400.3","-400.3","-452.6","-452.6","-452.6","-436.9","-436.9","-436.9"
"263","-392.1","-392.1","-392.1","-438.2","-438.2","-438.2","-463","-463","-463","-476.4","-476.4","-476.4"
"264","-391.1","-391.1","-391.1","-436.7","-436.7","-436.7","-461.9","-461.9","-461.9","-402.3","-402.3","-402.3"
"265","-355.1","-355.1","-355.1","-413.8","-413.8","-413.8","-422.3","-422.3","-422.3","-452.8","-452.8","-452.8"
"266","-406.1","-406.1","-406.1","-431","-431","-431","-420.6","-420.6","-420.6","-399.4","-399.4","-399.4"
"267","-404","-404","-404","-418.8","-418.8","-418.8","-437.2","-437.2","-437.2","-377.3","-377.3","-377.3"
"268","-388.9","-388.9","-388.9","-411.7","-411.7","-411.7","-446.1","-446.1","-446.1","-499.8","-499.8","-499.8"
"269","-401.4","-401.4","-401.4","-407.7","-407.7","-407.7","-430.4","-430.4","-430.4","-396.5","-396.5","-396.5"
"270","-393.2","-393.2","-393.2","-429.1","-429.1","-429.1","-472.5","-472.5","-472.5","-430.1","-430.1","-430.1"
"271","-481.7","-481.7","-481.7","-395.2","-395.2","-395.2","-400.4","-400.4","-400.4","-480.1","-480.1","-480.1"
"272","-364.3","-364.3","-364.3","-437.9","-437.9","-437.9","-397.9","-397.9","-397.9","-362","-362","-362"
"273","-388.4","-388.4","-388.4","-452.4","-452.4","-452.4","-360.9","-360.9","-360.9","-428.9","-428.9","-428.9"
"274","-373.6","-373.6","-373.6","-445.8","-445.8","-445.8","-403.6","-403.6","-403.6","-425.2","-425.2","-425.2"
"275","-415","-415","-415","-380.8","-380.8","-380.8","-425.6","-425.6","-425.6","-421","-421","-421"
"276","-377.2","-377.2","-377.2","-416.9","-416.9","-416.9","-424.1","-424.1","-424.1","-410","-410","-410"
"277","-431.1","-431.1","-431.1","-439.5","-439.5","-439.5","-365.9","-365.9","-365.9","-426.1","-426.1","-426.1"
"278","-418.2","-418.2","-418.2","-388.3","-388.3","-388.3","-369.1","-369.1","-369.1","-461","-461","-461"
"279","-377.9","-377.9","-377.9","-342.1","-342.1","-342.1","-433","-433","-433","-439","-439","-439"
"280","-377.8","-377.8","-377.8","-425.3","-425.3","-425.3","-435.5","-435.5","-435.5","-424.6","-424.6","-424.6"
"281","-402.1","-402.1","-402.1","-405.1","-405.1","-405.1","-435.6","-435.6","-435.6","-474.7","-474.7","-474.7"
"282","-408.9","-408.9","-408.9","-428.2","-428.2","-428.2","-402.9","-402.9","-402.9","-383.3","-383.3","-383.3"
"283","-426.9","-426.9","-426.9","-418.3","-418.3","-418.3","-412.6","-412.6","-412.6","-429.6","-429.6","-429.6"
"284","-356.3","-356.3","-356.3","-406.4","-406.4","-406.4","-420.7","-420.7","-420.7","-438.1","-438.1","-438.1"
"285","-350.8","-350.8","-350.8","-366.3","-366.3","-366.3","-452.7","-452.7","-452.7","-422.1","-422.1","-422.1"
"286","-404","-404","-404","-362.7","-362.7","-362.7","-396.2","-396.2","-396.2","-436.4","-436.4","-436.4"
"287","-398.9","-398.9","-398.9","-406.6","-406.6","-406.6","-443.8","-443.8","-443.8","-378.5","-378.5","-378.5"
"288","-427.1","-427.1","-427.1","-390.5","-390.5","-390.5","-483","-483","-483","-381","-381","-381"
"289","-394.1","-394.1","-394.1","-358.2","-358.2","-358.2","-441.8","-441.8","-441.8","-427","-427","-427"
"290","-398.2","-398.2","-398.2","-384.9","-384.9","-384.9","-428.5","-428.5","-428.5","-410.8","-410.8","-410.8"
"291","-346.3","-346.3","-346.3","-457.3","-457.3","-457.3","-379.5","-379.5","-379.5","-414.3","-414.3","-414.3"
"292","-378.2","-378.2","-378.2","-442.9","-442.9","-442.9","-404.2","-404.2","-404.2","-415.4","-415.4","-415.4"
"293","-393.6","-393.6","-393.6","-403.7","-403.7","-403.7","-395.8","-395.8","-395.8","-456.6","-456.6","-456.6"
"294","-392.8","-392.8","-392.8","-392.8","-392.8","-392.8","-385.3","-385.3","-385.3","-442.3","-442.3","-442.3"
"295","-363.4","-363.4","-363.4","-389.5","-389.5","-389.5","-349.9","-349.9","-349.9","-475.4","-475.4","-475.4"
"296","-391","-391","-391","-386.5","-386.5","-386.5","-390.8","-390.8","-390.8","-397.8","-397.8","-397.8"
"297","-423","-423","-423","-382.9","-382.9","-382.9","-380.2","-380.2","-380.2","-377.2","-377.2","-377.2"
"298","-386.8","-386.8","-386.8","-381.5","-381.5","-381.5","-405.7","-405.7","-405.7","-439.5","-439.5","-439.5"
"299","-360.9","-360.9","-360.9","-386.8","-386.8","-386.8","-432.8","-432.8","-432.8","-445.9","-445.9","-445.9"
"300","-384.4","-384.4","-384.4","-415.2","-415.2","-415.2","-407.8","-407.8","-407.8","-410.4","-410.4","-410.4"
"301","-333.8","-333.8","-333.8","-382.2","-382.2","-382.2","-370.7","-370.7","-370.7","-376.3","-376.3","-376.3"
"302","-344.9","-344.9","-344.9","-404.6","-404.6","-404.6","-402.2","-402.2","-402.2","-389.5","-389.5","-389.5"
"303","-389.8","-389.8","-389.8","-393.5","-393.5","-393.5","-379.6","-379.6","-379.6","-365.9","-365.9","-365.9"
"304","-436.1","-436.1","-436.1","-402.6","-402.6","-402.6","-376.9","-376.9","-376.9","-416.9","-416.9","-416.9"
"305","-392.3","-392.3","-392.3","-366.6","-366.6","-366.6","-451","-451","-451","-454.3","-454.3","-454.3"
"306","-328.6","-328.6","-328.6","-367.1","-367.1","-367.1","-402.8","-402.8","-402.8","-402.4","-402.4","-402.4"
"307","-415.8","-415.8","-415.8","-390.5","-390.5","-390.5","-396.1","-396.1","-396.1","-399.8","-399.8","-399.8"
"308","-354.2","-354.2","-354.2","-390.5","-390.5","-390.5","-356.5","-356.5","-356.5","-408.3","-408.3","-408.3"
"309","-336.9","-336.9","-336.9","-365","-365","-365","-416.7","-416.7","-416.7","-403.3","-403.3","-403.3"
"310","-325.8","-325.8","-325.8","-381.1","-381.1","-381.1","-424.6","-424.6","-424.6","-421.3","-421.3","-421.3"
"311","-362.8","-362.8","-362.8","-406.7","-406.7","-406.7","-376.7","-376.7","-376.7","-407.3","-407.3","-407.3"
"312","-360.1","-360.1","-360.1","-397.5","-397.5","-397.5","-379.8","-379.8","-379.8","-386.9","-386.9","-386.9"
"313","-347.2","-347.2","-347.2","-365.4","-365.4","-365.4","-381.1","-381.1","-381.1","-434","-434","-434"
"314","-401.7","-401.7","-401.7","-379.1","-379.1","-379.1","-378.9","-378.9","-378.9","-454.6","-454.6","-454.6"
"315","-348.6","-348.6","-348.6","-343.2","-343.2","-343.2","-405.6","-405.6","-405.6","-442.8","-442.8","-442.8"
"316","-406.5","-406.5","-406.5","-398.3","-398.3","-398.3","-387.1","-387.1","-387.1","-400.9","-400.9","-400.9"
"317","-342.9","-342.9","-342.9","-398.2","-398.2","-398.2","-364.8","-364.8","-364.8","-421.7","-421.7","-421.7"
"318","-372.1","-372.1","-372.1","-383.2","-383.2","-383.2","-364.5","-364.5","-364.5","-468","-468","-468"
"319","-332.9","-332.9","-332.9","-383.6","-383.6","-383.6","-374.2","-374.2","-374.2","-363.6","-363.6","-363.6"
"320","-382.6","-382.6","-382.6","-349.5","-349.5","-349.5","-411.8","-411.8","-411.8","-386.4","-386.4","-386.4"
"321","-379.8","-379.8","-379.8","-380","-380","-380","-369.4","-369.4","-369.4","-373.7","-373.7","-373.7"
"322","-387.1","-387.1","-387.1","-337.6","-337.6","-337.6","-400.2","-400.2","-400.2","-371.7","-371.7","-371.7"
"323","-419.2","-419.2","-419.2","-373.6","-373.6","-373.6","-376.5","-376.5","-376.5","-415.7","-415.7","-415.7"
"324","-367","-367","-367","-380.6","-380.6","-380.6","-393.1","-393.1","-393.1","-408.7","-408.7","-408.7"
"325","-383.5","-383.5","-383.5","-407.7","-407.7","-407.7","-371.6","-371.6","-371.6","-414.3","-414.3","-414.3"
"326","-332.5","-332.5","-332.5","-374.8","-374.8","-374.8","-366.1","-366.1","-366.1","-410.7","-410.7","-410.7"
"327","-361.3","-361.3","-361.3","-370.8","-370.8","-370.8","-342.8","-342.8","-342.8","-414.4","-414.4","-414.4"
"328","-386.3","-386.3","-386.3","-368.9","-368.9","-368.9","-415.7","-415.7","-415.7","-402.8","-402.8","-402.8"
"329","-361","-361","-361","-375.2","-375.2","-375.2","-329.2","-329.2","-329.2","-364.2","-364.2","-364.2"
"330","-396.4","-396.4","-396.4","-393.3","-393.3","-393.3","-385.9","-385.9","-385.9","-352.4","-352.4","-352.4"
"331","-350.8","-350.8","-350.8","-321.2","-321.2","-321.2","-373.5","-373.5","-373.5","-386.2","-386.2","-386.2"
"332","-387.9","-387.9","-387.9","-352.3","-352.3","-352.3","-393.1","-393.1","-393.1","-405.9","-405.9","-405.9"
"333","-374.8","-374.8","-374.8","-420.5","-420.5","-420.5","-401.6","-401.6","-401.6","-397.5","-397.5","-397.5"
"334","-367","-367","-367","-413.4","-413.4","-413.4","-380.8","-380.8","-380.8","-405","-405","-405"
"335","-358.5","-358.5","-358.5","-380.8","-380.8","-380.8","-326.6","-326.6","-326.6","-414.3","-414.3","-414.3"
"336","-369.2","-369.2","-369.2","-342.5","-342.5","-342.5","-390.8","-390.8","-390.8","-357.9","-357.9","-357.9"
"337","-356.7","-356.7","-356.7","-330.3","-330.3","-330.3","-404.6","-404.6","-404.6","-402.5","-402.5","-402.5"
"338","-364.4","-364.4","-364.4","-373.6","-373.6","-373.6","-427.2","-427.2","-427.2","-353.6","-353.6","-353.6"
"339","-409.9","-409.9","-409.9","-365.5","-365.5","-365.5","-399.3","-399.3","-399.3","-413.5","-413.5","-413.5"
"340","-366.6","-366.6","-366.6","-362.7","-362.7","-362.7","-398.5","-398.5","-398.5","-433.5","-433.5","-433.5"
"341","-357.5","-357.5","-357.5","-355.3","-355.3","-355.3","-356.1","-356.1","-356.1","-340.9","-340.9","-340.9"
"342","-344.8","-344.8","-344.8","-373.6","-373.6","-373.6","-358.3","-358.3","-358.3","-352.3","-352.3","-352.3"
"343","-376.1","-376.1","-376.1","-358.6","-358.6","-358.6","-331.2","-331.2","-331.2","-347.1","-347.1","-347.1"
"344","-353","-353","-353","-364.8","-364.8","-364.8","-399.1","-399.1","-399.1","-405.2","-405.2","-405.2"
"345","-362.8","-362.8","-362.8","-375.3","-375.3","-375.3","-369.6","-369.6","-369.6","-348.8","-348.8","-348.8"
"346","-361.4","-361.4","-361.4","-357.2","-357.2","-357.2","-332.1","-332.1","-332.1","-379.7","-379.7","-379.7"
"347","-343.7","-343.7","-343.7","-355.2","-355.2","-355.2","-407.8","-407.8","-407.8","-384.5","-384.5","-384.5"
"348","-398.3","-398.3","-398.3","-379.5","-379.5","-379.5","-370.5","-370.5","-370.5","-394.3","-394.3","-394.3"
"349","-378.7","-378.7","-378.7","-338.4","-338.4","-338.4","-363.9","-363.9","-363.9","-364.9","-364.9","-364.9"
"350","-358.9","-358.9","-358.9","-420.8","-420.8","-420.8","-352.5","-352.5","-352.5","-347.3","-347.3","-347.3"
"351","-312.5","-312.5","-312.5","-382.3","-382.3","-382.3","-363.6","-363.6","-363.6","-373.2","-373.2","-373.2"
"352","-337.5","-337.5","-337.5","-320.1","-320.1","-320.1","-320.6","-320.6","-320.6","-390.8","-390.8","-390.8"
"353","-322.2","-322.2","-322.2","-333.9","-333.9","-333.9","-355.8","-355.8","-355.8","-433.4","-433.4","-433.4"
"354","-378.8","-378.8","-378.8","-328.9","-328.9","-328.9","-350.4","-350.4","-350.4","-350.9","-350.9","-350.9"
"355","-344.2","-344.2","-344.2","-379.5","-379.5","-379.5","-373","-373","-373","-377.2","-377.2","-377.2"
"356","-341.3","-341.3","-341.3","-356.9","-356.9","-356.9","-352.3","-352.3","-352.3","-378.6","-378.6","-378.6"
"357","-372.6","-372.6","-372.6","-357.4","-357.4","-357.4","-372.5","-372.5","-372.5","-381","-381","-381"
"358","-339.9","-339.9","-339.9","-329.7","-329.7","-329.7","-401.8","-401.8","-401.8","-432.8","-432.8","-432.8"
"359","-365.4","-365.4","-365.4","-388.6","-388.6","-388.6","-314","-314","-314","-378.2","-378.2","-378.2"
"360","-350","-350","-350","-370.1","-370.1","-370.1","-327.6","-327.6","-327.6","-424.2","-424.2","-424.2"
"361","-332.3","-332.3","-332.3","-356","-356","-356","-365.6","-365.6","-365.6","-305.7","-305.7","-305.7"
"362","-321.7","-321.7","-321.7","-334.8","-334.8","-334.8","-356.7","-356.7","-356.7","-354.1","-354.1","-354.1"
"363","-364.1","-364.1","-364.1","-368.9","-368.9","-368.9","-364.9","-364.9","-364.9","-350.5","-350.5","-350.5"
"364","-338.5","-338.5","-338.5","-303.7","-303.7","-303.7","-412.7","-412.7","-412.7","-355","-355","-355"
"365","-316.9","-316.9","-316.9","-341.1","-341.1","-341.1","-329","-329","-329","-347.3","-347.3","-347.3"
"366","-359.4","-359.4","-359.4","-360.2","-360.2","-360.2","-379.8","-379.8","-379.8","-377.2","-377.2","-377.2"
"367","-387","-387","-387","-333.1","-333.1","-333.1","-347.4","-347.4","-347.4","-394","-394","-394"
"368","-361.9","-361.9","-361.9","-371.9","-371.9","-371.9","-379.6","-379.6","-379.6","-334.1","-334.1","-334.1"
"369","-326.2","-326.2","-326.2","-366.1","-366.1","-366.1","-349.8","-349.8","-349.8","-323.9","-323.9","-323.9"
"370","-358.3","-358.3","-358.3","-387.4","-387.4","-387.4","-399.1","-399.1","-399.1","-387","-387","-387"
"371","-321.1","-321.1","-321.1","-356.4","-356.4","-356.4","-384.4","-384.4","-384.4","-372.5","-372.5","-372.5"
"372","-326.9","-326.9","-326.9","-372.5","-372.5","-372.5","-352","-352","-352","-350.1","-350.1","-350.1"
"373","-369.9","-369.9","-369.9","-371.7","-371.7","-371.7","-398.6","-398.6","-398.6","-345.5","-345.5","-345.5"
"374","-347.5","-347.5","-347.5","-323.9","-323.9","-323.9","-380","-380","-380","-332.2","-332.2","-332.2"
"375","-350.9","-350.9","-350.9","-381.3","-381.3","-381.3","-366.8","-366.8","-366.8","-328.1","-328.1","-328.1"
"376","-341.3","-341.3","-341.3","-363.8","-363.8","-363.8","-365.2","-365.2","-365.2","-315.1","-315.1","-315.1"
"377","-398","-398","-398","-377.4","-377.4","-377.4","-344.4","-344.4","-344.4","-344.5","-344.5","-344.5"
"378","-329.2","-329.2","-329.2","-319.9","-319.9","-319.9","-379.3","-379.3","-379.3","-321.2","-321.2","-321.2"
"379","-326.1","-326.1","-326.1","-356.7","-356.7","-356.7","-344.8","-344.8","-344.8","-376.1","-376.1","-376.1"
"380","-327.1","-327.1","-327.1","-359.3","-359.3","-359.3","-403","-403","-403","-367","-367","-367"
"381","-376.8","-376.8","-376.8","-335.6","-335.6","-335.6","-367.5","-367.5","-367.5","-396.1","-396.1","-396.1"
"382","-304.2","-304.2","-304.2","-360.7","-360.7","-360.7","-359.8","-359.8","-359.8","-375.7","-375.7","-375.7"
"383","-366.6","-366.6","-366.6","-371.6","-371.6","-371.6","-334.8","-334.8","-334.8","-401","-401","-401"
"384","-324.5","-324.5","-324.5","-324.5","-324.5","-324.5","-345.9","-345.9","-345.9","-338.4","-338.4","-338.4"
"385","-291.9","-291.9","-291.9","-342.4","-342.4","-342.4","-363","-363","-363","-395.3","-395.3","-395.3"
"386","-343","-343","-343","-345.3","-345.3","-345.3","-324.9","-324.9","-324.9","-381.3","-381.3","-381.3"
"387","-405.1","-405.1","-405.1","-371.5","-371.5","-371.5","-372.7","-372.7","-372.7","-336.9","-336.9","-336.9"
"388","-305.8","-305.8","-305.8","-383.9","-383.9","-383.9","-377.9","-377.9","-377.9","-334.2","-334.2","-334.2"
"389","-358.7","-358.7","-358.7","-366","-366","-366","-373.3","-373.3","-373.3","-322.3","-322.3","-322.3"
"390","-363.2","-363.2","-363.2","-373.1","-373.1","-373.1","-409.9","-409.9","-409.9","-394.7","-394.7","-394.7"
"391","-329","-329","-329","-355","-355","-355","-389.5","-389.5","-389.5","-333.8","-333.8","-333.8"
"392","-367.5","-367.5","-367.5","-349.2","-349.2","-349.2","-394.1","-394.1","-394.1","-379.3","-379.3","-379.3"
"393","-306.5","-306.5","-306.5","-363","-363","-363","-376","-376","-376","-386.9","-386.9","-386.9"
"394","-327.9","-327.9","-327.9","-331.1","-331.1","-331.1","-347.3","-347.3","-347.3","-382.5","-382.5","-382.5"
"395","-336.8","-336.8","-336.8","-391.1","-391.1","-391.1","-330.4","-330.4","-330.4","-372.5","-372.5","-372.5"
"396","-362","-362","-362","-349.6","-349.6","-349.6","-326.4","-326.4","-326.4","-356.2","-356.2","-356.2"
"397","-385.1","-385.1","-385.1","-341.4","-341.4","-341.4","-370.5","-370.5","-370.5","-377.1","-377.1","-377.1"
"398","-361.5","-361.5","-361.5","-368.6","-368.6","-368.6","-321.2","-321.2","-321.2","-349.4","-349.4","-349.4"
"399","-382.6","-382.6","-382.6","-346.9","-346.9","-346.9","-399.1","-399.1","-399.1","-375.6","-375.6","-375.6"
"400","-374.7","-374.7","-374.7","-314.3","-314.3","-314.3","-342.2","-342.2","-342.2","-354.1","-354.1","-354.1"
"401","-345.1","-345.1","-345.1","-329.1","-329.1","-329.1","-364","-364","-364","-347.9","-347.9","-347.9"
"402","-326.3","-326.3","-326.3","-380.1","-380.1","-380.1","-368.4","-368.4","-368.4","-323.1","-323.1","-323.1"
"403","-357.5","-357.5","-357.5","-364.8","-364.8","-364.8","-318.6","-318.6","-318.6","-360.8","-360.8","-360.8"
"404","-292","-292","-292","-369.1","-369.1","-369.1","-356.8","-356.8","-356.8","-370.8","-370.8","-370.8"
"405","-357.5","-357.5","-357.5","-323.5","-323.5","-323.5","-366.5","-366.5","-366.5","-346.5","-346.5","-346.5"
"406","-350","-350","-350","-354.9","-354.9","-354.9","-362.5","-362.5","-362.5","-353.4","-353.4","-353.4"
"407","-317","-317","-317","-305.6","-305.6","-305.6","-396.2","-396.2","-396.2","-337.3","-337.3","-337.3"
"408","-354.6","-354.6","-354.6","-322.1","-322.1","-322.1","-357.4","-357.4","-357.4","-323.3","-323.3","-323.3"
"409","-359","-359","-359","-375.1","-375.1","-375.1","-343.4","-343.4","-343.4","-362.9","-362.9","-362.9"
"410","-367.1","-367.1","-367.1","-328.9","-328.9","-328.9","-392.8","-392.8","-392.8","-328.1","-328.1","-328.1"
"411","-313.3","-313.3","-313.3","-329.4","-329.4","-329.4","-355.6","-355.6","-355.6","-349.1","-349.1","-349.1"
"412","-318.5","-318.5","-318.5","-359","-359","-359","-385.4","-385.4","-385.4","-365.3","-365.3","-365.3"
"413","-331.2","-331.2","-331.2","-369.4","-369.4","-369.4","-348","-348","-348","-333.3","-333.3","-333.3"
"414","-362.7","-362.7","-362.7","-333.4","-333.4","-333.4","-333.3","-333.3","-333.3","-368.6","-368.6","-368.6"
"415","-297.3","-297.3","-297.3","-349.8","-349.8","-349.8","-392.9","-392.9","-392.9","-332.2","-332.2","-332.2"
"416","-366.6","-366.6","-366.6","-345","-345","-345","-313.1","-313.1","-313.1","-348.1","-348.1","-348.1"
"417","-321.5","-321.5","-321.5","-323.7","-323.7","-323.7","-371","-371","-371","-348.5","-348.5","-348.5"
"418","-293.7","-293.7","-293.7","-334.3","-334.3","-334.3","-347","-347","-347","-329.4","-329.4","-329.4"
"419","-367.5","-367.5","-367.5","-376.6","-376.6","-376.6","-337.4","-337.4","-337.4","-318.8","-318.8","-318.8"
"420","-351.1","-351.1","-351.1","-365.3","-365.3","-365.3","-386.3","-386.3","-386.3","-287.4","-287.4","-287.4"
"421","-378.1","-378.1","-378.1","-309.8","-309.8","-309.8","-356.4","-356.4","-356.4","-283","-283","-283"
"422","-371.1","-371.1","-371.1","-306.8","-306.8","-306.8","-400.9","-400.9","-400.9","-323","-323","-323"
"423","-373.8","-373.8","-373.8","-337.4","-337.4","-337.4","-332.7","-332.7","-332.7","-332.5","-332.5","-332.5"
"424","-351.2","-351.2","-351.2","-365.7","-365.7","-365.7","-347.2","-347.2","-347.2","-325.4","-325.4","-325.4"
"425","-331.1","-331.1","-331.1","-369.4","-369.4","-369.4","-325.2","-325.2","-325.2","-345.1","-345.1","-345.1"
