epoch,mpe-large-spread-v2_teamcomm_no_mTrue_vTrue_333 - episode_return,mpe-large-spread-v2_teamcomm_no_mTrue_vTrue_333 - episode_return__MIN,mpe-large-spread-v2_teamcomm_no_mTrue_vTrue_333 - episode_return__MAX,mpe-large-spread-v2_teamcomm_no_mFalse_vTrue_333 - episode_return,mpe-large-spread-v2_teamcomm_no_mFalse_vTrue_333 - episode_return__MIN,mpe-large-spread-v2_teamcomm_no_mFalse_vTrue_333 - episode_return__MAX
869,-348.6,-348.6,-348.6,-313.9,-313.9,-313.9
870,-283.5,-283.5,-283.5,-310.6,-310.6,-310.6
871,-342,-342,-342,-294.9,-294.9,-294.9
872,-309.7,-309.7,-309.7,-316.2,-316.2,-316.2
873,-317.1,-317.1,-317.1,-347.5,-347.5,-347.5
874,-345,-345,-345,-298.5,-298.5,-298.5
875,-356.3,-356.3,-356.3,-313.7,-313.7,-313.7
876,-315.7,-315.7,-315.7,-287.6,-287.6,-287.6
877,-353,-353,-353,-330.2,-330.2,-330.2
878,-334.4,-334.4,-334.4,-343.9,-343.9,-343.9
879,-329.6,-329.6,-329.6,-325.8,-325.8,-325.8
880,-285.2,-285.2,-285.2,-310.5,-310.5,-310.5
881,-321.7,-321.7,-321.7,-338.9,-338.9,-338.9
882,-316.4,-316.4,-316.4,-324.1,-324.1,-324.1
883,-330.6,-330.6,-330.6,-308,-308,-308
884,-307.1,-307.1,-307.1,-332.7,-332.7,-332.7
885,-357.6,-357.6,-357.6,-346.9,-346.9,-346.9
886,-307.8,-307.8,-307.8,-360.1,-360.1,-360.1
887,-313.8,-313.8,-313.8,-315.2,-315.2,-315.2
888,-347.3,-347.3,-347.3,-306.4,-306.4,-306.4
889,-292.2,-292.2,-292.2,-323.9,-323.9,-323.9
890,-319,-319,-319,-286.2,-286.2,-286.2
891,-333.7,-333.7,-333.7,-289.9,-289.9,-289.9
892,-388.4,-388.4,-388.4,-326,-326,-326
893,-366.2,-366.2,-366.2,-350.9,-350.9,-350.9
894,-364.7,-364.7,-364.7,-321.2,-321.2,-321.2
895,-321.1,-321.1,-321.1,-331,-331,-331
896,-317.6,-317.6,-317.6,-295.6,-295.6,-295.6
897,-346.2,-346.2,-346.2,-298,-298,-298
898,-310.2,-310.2,-310.2,-372.6,-372.6,-372.6
899,-304.1,-304.1,-304.1,-379.6,-379.6,-379.6
900,-320.8,-320.8,-320.8,-310.3,-310.3,-310.3
901,-285.2,-285.2,-285.2,-326.1,-326.1,-326.1
902,-330.7,-330.7,-330.7,-326.6,-326.6,-326.6
903,-309.9,-309.9,-309.9,-320.5,-320.5,-320.5
904,-293.1,-293.1,-293.1,-342.7,-342.7,-342.7
905,-333.3,-333.3,-333.3,-290.7,-290.7,-290.7
906,-365.5,-365.5,-365.5,-332.8,-332.8,-332.8
907,-337.9,-337.9,-337.9,-294.8,-294.8,-294.8
908,-319.1,-319.1,-319.1,-339,-339,-339
909,-314.3,-314.3,-314.3,-352.2,-352.2,-352.2
910,-288.7,-288.7,-288.7,-308.7,-308.7,-308.7
911,-329.7,-329.7,-329.7,-289,-289,-289
912,-345.4,-345.4,-345.4,-303.7,-303.7,-303.7
913,-355.1,-355.1,-355.1,-349.4,-349.4,-349.4
914,-302.9,-302.9,-302.9,-296.2,-296.2,-296.2
915,-296.2,-296.2,-296.2,-283.7,-283.7,-283.7
916,-353.9,-353.9,-353.9,-320.1,-320.1,-320.1
917,-317.9,-317.9,-317.9,-307.5,-307.5,-307.5
918,-290.7,-290.7,-290.7,-299.3,-299.3,-299.3
919,-329.6,-329.6,-329.6,-332.8,-332.8,-332.8
920,-298.2,-298.2,-298.2,-322.1,-322.1,-322.1
921,-324.1,-324.1,-324.1,-297.8,-297.8,-297.8
922,-308.1,-308.1,-308.1,-354.4,-354.4,-354.4
923,-342.3,-342.3,-342.3,-336.1,-336.1,-336.1
924,-331.9,-331.9,-331.9,-339.4,-339.4,-339.4
925,-345.7,-345.7,-345.7,-302.4,-302.4,-302.4
926,-363.7,-363.7,-363.7,-327.1,-327.1,-327.1
927,-337.7,-337.7,-337.7,-333.9,-333.9,-333.9
928,-314.1,-314.1,-314.1,-336.3,-336.3,-336.3
929,-301.5,-301.5,-301.5,-323.1,-323.1,-323.1
930,-394.5,-394.5,-394.5,-312,-312,-312
931,-333.7,-333.7,-333.7,-285.7,-285.7,-285.7
932,-390.5,-390.5,-390.5,-315.4,-315.4,-315.4
933,-370,-370,-370,-286.4,-286.4,-286.4
934,-349.8,-349.8,-349.8,-329.6,-329.6,-329.6
935,-358.9,-358.9,-358.9,-308.8,-308.8,-308.8
936,-302.3,-302.3,-302.3,-377.2,-377.2,-377.2
937,-335.6,-335.6,-335.6,-295.6,-295.6,-295.6
938,-320.3,-320.3,-320.3,-323.7,-323.7,-323.7
939,-333.6,-333.6,-333.6,-321.1,-321.1,-321.1
940,-309.9,-309.9,-309.9,-299.6,-299.6,-299.6
941,-354.3,-354.3,-354.3,-308.9,-308.9,-308.9
942,-289,-289,-289,-317.9,-317.9,-317.9
943,-353.8,-353.8,-353.8,-310.7,-310.7,-310.7
944,-354.1,-354.1,-354.1,-293.7,-293.7,-293.7
945,-339.2,-339.2,-339.2,-331.3,-331.3,-331.3
946,-294.6,-294.6,-294.6,-359,-359,-359
947,,,,-357.2,-357.2,-357.2
948,,,,-299.3,-299.3,-299.3
949,,,,-315.6,-315.6,-315.6
950,,,,-366.8,-366.8,-366.8
951,,,,-308.5,-308.5,-308.5
952,,,,-304.4,-304.4,-304.4
953,,,,-298.3,-298.3,-298.3
954,,,,-364.9,-364.9,-364.9
955,,,,-306.5,-306.5,-306.5
956,,,,-304.2,-304.2,-304.2
957,,,,-309.8,-309.8,-309.8
958,,,,-340.1,-340.1,-340.1
959,,,,-308.2,-308.2,-308.2
960,,,,-356.8,-356.8,-356.8
961,,,,-325.5,-325.5,-325.5
962,,,,-270.5,-270.5,-270.5
963,,,,-326.4,-326.4,-326.4
964,,,,-341.9,-341.9,-341.9
965,,,,-293.4,-293.4,-293.4
966,,,,-304.3,-304.3,-304.3
967,,,,-312,-312,-312
968,,,,-351.6,-351.6,-351.6
969,,,,-283.4,-283.4,-283.4
970,,,,-359.5,-359.5,-359.5
971,,,,-311.2,-311.2,-311.2
972,,,,-301.6,-301.6,-301.6
973,,,,-324,-324,-324
974,,,,-313.3,-313.3,-313.3
975,,,,-349.1,-349.1,-349.1
976,,,,-291,-291,-291
977,,,,-369.8,-369.8,-369.8
978,,,,-315.6,-315.6,-315.6
979,,,,-342.4,-342.4,-342.4
980,,,,-309.6,-309.6,-309.6
981,,,,-303.1,-303.1,-303.1
982,,,,-284.9,-284.9,-284.9
983,,,,-323,-323,-323
984,,,,-414.2,-414.2,-414.2
985,,,,-378.1,-378.1,-378.1
986,,,,-355.4,-355.4,-355.4
987,,,,-363.5,-363.5,-363.5
988,,,,-291.8,-291.8,-291.8
989,,,,-313.6,-313.6,-313.6
990,,,,-362.1,-362.1,-362.1
991,,,,-299,-299,-299
992,,,,-306.2,-306.2,-306.2
993,,,,-280.1,-280.1,-280.1
994,,,,-369.8,-369.8,-369.8
995,,,,-329.9,-329.9,-329.9
996,,,,-303.5,-303.5,-303.5
997,,,,-317.1,-317.1,-317.1
998,,,,-304.4,-304.4,-304.4
999,,,,-341.9,-341.9,-341.9
1000,,,,-313.6,-313.6,-313.6
