"Step","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_336fig3 - episode_return","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_336fig3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_336fig3 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_331fig3 - episode_return","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_331fig3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_331fig3 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_333figure2 - episode_return","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_333figure2 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_333figure2 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_333figure2 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_333figure2 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_333figure2 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_331figure2 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_331figure2 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_331figure2 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_336figure2 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_336figure2 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_336figure2 - episode_return__MAX"
"693","-552.2","-552.2","-552.2","-274.2","-274.2","-274.2","-343.7","-343.7","-343.7","-353.5","-353.5","-353.5","-246.1","-246.1","-246.1","-458.2","-458.2","-458.2"
"694","-595.8","-595.8","-595.8","-269.8","-269.8","-269.8","-390.3","-390.3","-390.3","-348.1","-348.1","-348.1","-193.4","-193.4","-193.4","-502.2","-502.2","-502.2"
"695","-553.2","-553.2","-553.2","-241.6","-241.6","-241.6","-381.2","-381.2","-381.2","-347.6","-347.6","-347.6","-219.7","-219.7","-219.7","-480.6","-480.6","-480.6"
"696","-683.4","-683.4","-683.4","-282.2","-282.2","-282.2","-420.8","-420.8","-420.8","-353.4","-353.4","-353.4","-188.1","-188.1","-188.1","-500","-500","-500"
"697","-681.7","-681.7","-681.7","-293.5","-293.5","-293.5","-340.1","-340.1","-340.1","-323.8","-323.8","-323.8","-230.6","-230.6","-230.6","-479.8","-479.8","-479.8"
"698","-531","-531","-531","-256.5","-256.5","-256.5","-392.6","-392.6","-392.6","-313","-313","-313","-214.2","-214.2","-214.2","-553.2","-553.2","-553.2"
"699","-588.2","-588.2","-588.2","-252.8","-252.8","-252.8","-429.8","-429.8","-429.8","-333.1","-333.1","-333.1","-190.6","-190.6","-190.6","-528.8","-528.8","-528.8"
"700","-557.2","-557.2","-557.2","-237.3","-237.3","-237.3","-317.9","-317.9","-317.9","-316.7","-316.7","-316.7","-242.8","-242.8","-242.8","-470.6","-470.6","-470.6"
"701","-535.9","-535.9","-535.9","-250","-250","-250","-387.5","-387.5","-387.5","-349.5","-349.5","-349.5","-193.8","-193.8","-193.8","-490.3","-490.3","-490.3"
"702","-605.9","-605.9","-605.9","-277.9","-277.9","-277.9","-395.4","-395.4","-395.4","-351.8","-351.8","-351.8","-204.8","-204.8","-204.8","-471.2","-471.2","-471.2"
"703","-531.2","-531.2","-531.2","-309.8","-309.8","-309.8","-363.3","-363.3","-363.3","-309.2","-309.2","-309.2","-237.4","-237.4","-237.4","-481.8","-481.8","-481.8"
"704","-570.3","-570.3","-570.3","-234.3","-234.3","-234.3","-407.8","-407.8","-407.8","-377.3","-377.3","-377.3","-219.2","-219.2","-219.2","-442.7","-442.7","-442.7"
"705","-656.9","-656.9","-656.9","-239.4","-239.4","-239.4","-403.6","-403.6","-403.6","-313.7","-313.7","-313.7","-215.5","-215.5","-215.5","-518.8","-518.8","-518.8"
"706","-516.9","-516.9","-516.9","-269.1","-269.1","-269.1","-357.1","-357.1","-357.1","-314.4","-314.4","-314.4","-184.7","-184.7","-184.7","-489.3","-489.3","-489.3"
"707","-625.8","-625.8","-625.8","-250.4","-250.4","-250.4","-381.9","-381.9","-381.9","-329.7","-329.7","-329.7","-207.3","-207.3","-207.3","-533.7","-533.7","-533.7"
"708","-515.1","-515.1","-515.1","-280","-280","-280","-379.6","-379.6","-379.6","-345.6","-345.6","-345.6","-196.1","-196.1","-196.1","-459","-459","-459"
"709","-608.6","-608.6","-608.6","-273.9","-273.9","-273.9","-343","-343","-343","-320.8","-320.8","-320.8","-211.1","-211.1","-211.1","-532.9","-532.9","-532.9"
"710","-565.8","-565.8","-565.8","-250.5","-250.5","-250.5","-401.4","-401.4","-401.4","-306.5","-306.5","-306.5","-195.1","-195.1","-195.1","-525.8","-525.8","-525.8"
"711","-605.1","-605.1","-605.1","-236.5","-236.5","-236.5","-334.3","-334.3","-334.3","-351.7","-351.7","-351.7","-229.2","-229.2","-229.2","-471","-471","-471"
"712","-526.3","-526.3","-526.3","-258.7","-258.7","-258.7","-403.9","-403.9","-403.9","-352.5","-352.5","-352.5","-216.9","-216.9","-216.9","-481.7","-481.7","-481.7"
"713","-603.4","-603.4","-603.4","-237.6","-237.6","-237.6","-386.5","-386.5","-386.5","-334","-334","-334","-210.7","-210.7","-210.7","-447","-447","-447"
"714","-630.5","-630.5","-630.5","-252.8","-252.8","-252.8","-363.3","-363.3","-363.3","-319.1","-319.1","-319.1","-226.4","-226.4","-226.4","-583.1","-583.1","-583.1"
"715","-564.4","-564.4","-564.4","-227.4","-227.4","-227.4","-384.6","-384.6","-384.6","-325.5","-325.5","-325.5","-216.3","-216.3","-216.3","-443.5","-443.5","-443.5"
"716","-606.8","-606.8","-606.8","-267.2","-267.2","-267.2","-391.9","-391.9","-391.9","-318.3","-318.3","-318.3","-202","-202","-202","-481.9","-481.9","-481.9"
"717","-684.9","-684.9","-684.9","-231.5","-231.5","-231.5","-401.8","-401.8","-401.8","-334","-334","-334","-221.7","-221.7","-221.7","-493.4","-493.4","-493.4"
"718","-483.8","-483.8","-483.8","-231.7","-231.7","-231.7","-397.6","-397.6","-397.6","-348.8","-348.8","-348.8","-208.9","-208.9","-208.9","-495.8","-495.8","-495.8"
"719","-626.5","-626.5","-626.5","-267.3","-267.3","-267.3","-398.4","-398.4","-398.4","-328.7","-328.7","-328.7","-212.7","-212.7","-212.7","-503.8","-503.8","-503.8"
"720","-546.8","-546.8","-546.8","-245.3","-245.3","-245.3","-374.3","-374.3","-374.3","-323.9","-323.9","-323.9","-233.3","-233.3","-233.3","-563.2","-563.2","-563.2"
"721","-528.3","-528.3","-528.3","-252.7","-252.7","-252.7","-406.4","-406.4","-406.4","-325.2","-325.2","-325.2","-216.4","-216.4","-216.4","-465.1","-465.1","-465.1"
"722","-577.7","-577.7","-577.7","-267.9","-267.9","-267.9","-367.4","-367.4","-367.4","-313.9","-313.9","-313.9","-183.1","-183.1","-183.1","-531.1","-531.1","-531.1"
"723","-594.3","-594.3","-594.3","-243.5","-243.5","-243.5","-357.3","-357.3","-357.3","-369.4","-369.4","-369.4","-241.7","-241.7","-241.7","-537.6","-537.6","-537.6"
"724","-512.4","-512.4","-512.4","-222.9","-222.9","-222.9","-320.3","-320.3","-320.3","-352.7","-352.7","-352.7","-229.8","-229.8","-229.8","-519.4","-519.4","-519.4"
"725","-666.4","-666.4","-666.4","-260.9","-260.9","-260.9","-372.4","-372.4","-372.4","-318.1","-318.1","-318.1","-238","-238","-238","-557.2","-557.2","-557.2"
"726","-651.2","-651.2","-651.2","-210.5","-210.5","-210.5","-361.4","-361.4","-361.4","-343.1","-343.1","-343.1","-232.9","-232.9","-232.9","-386.1","-386.1","-386.1"
"727","-576.9","-576.9","-576.9","-241.8","-241.8","-241.8","-380","-380","-380","-302.3","-302.3","-302.3","-214.4","-214.4","-214.4","-492.5","-492.5","-492.5"
"728","-525.5","-525.5","-525.5","-259.2","-259.2","-259.2","-429.7","-429.7","-429.7","-298.9","-298.9","-298.9","-203.1","-203.1","-203.1","-533.2","-533.2","-533.2"
"729","-518.9","-518.9","-518.9","-255.8","-255.8","-255.8","-374.1","-374.1","-374.1","-327.6","-327.6","-327.6","-213.9","-213.9","-213.9","-521","-521","-521"
"730","-548.9","-548.9","-548.9","-235.9","-235.9","-235.9","-414.3","-414.3","-414.3","-387.3","-387.3","-387.3","-228.6","-228.6","-228.6","-481.9","-481.9","-481.9"
"731","-556.5","-556.5","-556.5","-234.1","-234.1","-234.1","-356.9","-356.9","-356.9","-348.4","-348.4","-348.4","-209.6","-209.6","-209.6","-466","-466","-466"
"732","-590.5","-590.5","-590.5","-316.6","-316.6","-316.6","-390.9","-390.9","-390.9","-359.6","-359.6","-359.6","-192.8","-192.8","-192.8","-505.1","-505.1","-505.1"
"733","-560.5","-560.5","-560.5","-231.7","-231.7","-231.7","-393","-393","-393","-317.5","-317.5","-317.5","-210.6","-210.6","-210.6","-457.1","-457.1","-457.1"
"734","-616.1","-616.1","-616.1","-232.9","-232.9","-232.9","-462.8","-462.8","-462.8","-354.3","-354.3","-354.3","-247.5","-247.5","-247.5","-417","-417","-417"
"735","-597.2","-597.2","-597.2","-269.3","-269.3","-269.3","-390.2","-390.2","-390.2","-339.2","-339.2","-339.2","-221.7","-221.7","-221.7","-494.5","-494.5","-494.5"
"736","-594.2","-594.2","-594.2","-250.8","-250.8","-250.8","-401.3","-401.3","-401.3","-338.7","-338.7","-338.7","-225","-225","-225","-422.8","-422.8","-422.8"
"737","-645.3","-645.3","-645.3","-269.8","-269.8","-269.8","-389.6","-389.6","-389.6","-328","-328","-328","-186.1","-186.1","-186.1","-482.2","-482.2","-482.2"
"738","-602.5","-602.5","-602.5","-225.7","-225.7","-225.7","-351.4","-351.4","-351.4","-360.4","-360.4","-360.4","-214.4","-214.4","-214.4","-507.7","-507.7","-507.7"
"739","-612.6","-612.6","-612.6","-278.9","-278.9","-278.9","-404.1","-404.1","-404.1","-325.2","-325.2","-325.2","-192.9","-192.9","-192.9","-487.4","-487.4","-487.4"
"740","-594.5","-594.5","-594.5","-254.3","-254.3","-254.3","-423.1","-423.1","-423.1","-318.7","-318.7","-318.7","-157","-157","-157","-483.8","-483.8","-483.8"
"741","-536.9","-536.9","-536.9","-259.3","-259.3","-259.3","-402.5","-402.5","-402.5","-315.8","-315.8","-315.8","-220.1","-220.1","-220.1","-542","-542","-542"
"742","-523.2","-523.2","-523.2","-259.1","-259.1","-259.1","-363.4","-363.4","-363.4","-326.9","-326.9","-326.9","-230.5","-230.5","-230.5","-468.3","-468.3","-468.3"
"743","-644.5","-644.5","-644.5","-305.3","-305.3","-305.3","-422.7","-422.7","-422.7","-367.4","-367.4","-367.4","-213.5","-213.5","-213.5","-458.5","-458.5","-458.5"
"744","-606.9","-606.9","-606.9","-266.2","-266.2","-266.2","-414.3","-414.3","-414.3","-309.2","-309.2","-309.2","-194.4","-194.4","-194.4","-538","-538","-538"
"745","-610.8","-610.8","-610.8","-243.2","-243.2","-243.2","-398.2","-398.2","-398.2","-297.8","-297.8","-297.8","-212.2","-212.2","-212.2","-479","-479","-479"
"746","-593.9","-593.9","-593.9","-268.2","-268.2","-268.2","-423.6","-423.6","-423.6","-332.9","-332.9","-332.9","-220","-220","-220","-538.2","-538.2","-538.2"
"747","-559","-559","-559","-247.8","-247.8","-247.8","-355.7","-355.7","-355.7","-356.1","-356.1","-356.1","-210.4","-210.4","-210.4","-494.4","-494.4","-494.4"
"748","-619.5","-619.5","-619.5","-247.7","-247.7","-247.7","-359.1","-359.1","-359.1","-312.6","-312.6","-312.6","-212.6","-212.6","-212.6","-506.3","-506.3","-506.3"
"749","-620","-620","-620","-240.8","-240.8","-240.8","-412.6","-412.6","-412.6","-356.9","-356.9","-356.9","-195.8","-195.8","-195.8","-515","-515","-515"
"750","-601.2","-601.2","-601.2","-221.6","-221.6","-221.6","-421.4","-421.4","-421.4","-340","-340","-340","-191.9","-191.9","-191.9","-510.3","-510.3","-510.3"
"751","-574.5","-574.5","-574.5","-233.6","-233.6","-233.6","-361.4","-361.4","-361.4","-350.4","-350.4","-350.4","-192.5","-192.5","-192.5","-510.4","-510.4","-510.4"
"752","-573","-573","-573","-224.1","-224.1","-224.1","-405.4","-405.4","-405.4","-294.5","-294.5","-294.5","-184.4","-184.4","-184.4","-467.1","-467.1","-467.1"
"753","-667.2","-667.2","-667.2","-258.5","-258.5","-258.5","-425.2","-425.2","-425.2","-322.4","-322.4","-322.4","-190.6","-190.6","-190.6","-483.8","-483.8","-483.8"
"754","-522.2","-522.2","-522.2","-266.3","-266.3","-266.3","-393.6","-393.6","-393.6","-315.1","-315.1","-315.1","-210.6","-210.6","-210.6","-500.2","-500.2","-500.2"
"755","-557.3","-557.3","-557.3","-257.8","-257.8","-257.8","-399.4","-399.4","-399.4","-327.6","-327.6","-327.6","-199.3","-199.3","-199.3","-525.7","-525.7","-525.7"
"756","-515.8","-515.8","-515.8","-241","-241","-241","-411","-411","-411","-339.2","-339.2","-339.2","-190.4","-190.4","-190.4","-539.8","-539.8","-539.8"
"757","-617.6","-617.6","-617.6","-234.7","-234.7","-234.7","-417","-417","-417","-312.4","-312.4","-312.4","-217","-217","-217","-528.4","-528.4","-528.4"
"758","-587.2","-587.2","-587.2","-250.5","-250.5","-250.5","-406.6","-406.6","-406.6","-324.5","-324.5","-324.5","-228.1","-228.1","-228.1","-453.9","-453.9","-453.9"
"759","-617.4","-617.4","-617.4","-257.2","-257.2","-257.2","-393.6","-393.6","-393.6","-365.9","-365.9","-365.9","-223.9","-223.9","-223.9","-488.7","-488.7","-488.7"
"760","-536.1","-536.1","-536.1","-200.5","-200.5","-200.5","-408.5","-408.5","-408.5","-356.5","-356.5","-356.5","-209.4","-209.4","-209.4","-562.3","-562.3","-562.3"
"761","-563.7","-563.7","-563.7","-277.2","-277.2","-277.2","-377.8","-377.8","-377.8","-310.7","-310.7","-310.7","-195.2","-195.2","-195.2","-508.5","-508.5","-508.5"
"762","-567.9","-567.9","-567.9","-271.3","-271.3","-271.3","-378.2","-378.2","-378.2","-347.5","-347.5","-347.5","-208.8","-208.8","-208.8","-445","-445","-445"
"763","-495.9","-495.9","-495.9","-267.5","-267.5","-267.5","-377.2","-377.2","-377.2","-370","-370","-370","-198.4","-198.4","-198.4","-515.4","-515.4","-515.4"
"764","-550.9","-550.9","-550.9","-253","-253","-253","-343.4","-343.4","-343.4","-317.1","-317.1","-317.1","-205.6","-205.6","-205.6","-514.1","-514.1","-514.1"
"765","-522.4","-522.4","-522.4","-247.6","-247.6","-247.6","-394.5","-394.5","-394.5","-292.9","-292.9","-292.9","-194.9","-194.9","-194.9","-516.1","-516.1","-516.1"
"766","-535.6","-535.6","-535.6","-262.5","-262.5","-262.5","-431.5","-431.5","-431.5","-309.2","-309.2","-309.2","-216.6","-216.6","-216.6","-527.2","-527.2","-527.2"
"767","-503","-503","-503","-285.5","-285.5","-285.5","-360.4","-360.4","-360.4","-329","-329","-329","-218.7","-218.7","-218.7","-529.5","-529.5","-529.5"
"768","-590.1","-590.1","-590.1","-269.3","-269.3","-269.3","-397.2","-397.2","-397.2","-331.1","-331.1","-331.1","-194","-194","-194","-483.5","-483.5","-483.5"
"769","-593","-593","-593","-208.1","-208.1","-208.1","-417.4","-417.4","-417.4","-325.8","-325.8","-325.8","-219.8","-219.8","-219.8","-576.3","-576.3","-576.3"
"770","-629.7","-629.7","-629.7","-255.3","-255.3","-255.3","-361.3","-361.3","-361.3","-312.9","-312.9","-312.9","-194.5","-194.5","-194.5","-506.2","-506.2","-506.2"
"771","-556","-556","-556","-246.2","-246.2","-246.2","-397.7","-397.7","-397.7","-290.3","-290.3","-290.3","-218.5","-218.5","-218.5","-458.8","-458.8","-458.8"
"772","-629.6","-629.6","-629.6","-264.2","-264.2","-264.2","-473.9","-473.9","-473.9","-320.4","-320.4","-320.4","-192.8","-192.8","-192.8","-498.9","-498.9","-498.9"
"773","-574","-574","-574","-278.9","-278.9","-278.9","-383.2","-383.2","-383.2","-325.1","-325.1","-325.1","-217.1","-217.1","-217.1","-552","-552","-552"
"774","-612.4","-612.4","-612.4","-261.6","-261.6","-261.6","-370.3","-370.3","-370.3","-312.5","-312.5","-312.5","-219.6","-219.6","-219.6","-551.5","-551.5","-551.5"
"775","-569.7","-569.7","-569.7","-259","-259","-259","-367.6","-367.6","-367.6","-358.1","-358.1","-358.1","-176","-176","-176","-534.5","-534.5","-534.5"
"776","-561.8","-561.8","-561.8","-256.6","-256.6","-256.6","-403.8","-403.8","-403.8","-321.1","-321.1","-321.1","-208.2","-208.2","-208.2","-484.4","-484.4","-484.4"
"777","-539.7","-539.7","-539.7","-242.4","-242.4","-242.4","-349.1","-349.1","-349.1","-375.6","-375.6","-375.6","-202.1","-202.1","-202.1","-527.3","-527.3","-527.3"
"778","-573.5","-573.5","-573.5","-253.6","-253.6","-253.6","-409.9","-409.9","-409.9","-325.4","-325.4","-325.4","-223.4","-223.4","-223.4","-437.5","-437.5","-437.5"
"779","-562.2","-562.2","-562.2","-252.4","-252.4","-252.4","-359.7","-359.7","-359.7","-372.3","-372.3","-372.3","-231.7","-231.7","-231.7","-529.8","-529.8","-529.8"
"780","-653.1","-653.1","-653.1","-276.9","-276.9","-276.9","-497.5","-497.5","-497.5","-322.8","-322.8","-322.8","-195.6","-195.6","-195.6","-501.6","-501.6","-501.6"
"781","-548.7","-548.7","-548.7","-246.4","-246.4","-246.4","-358.2","-358.2","-358.2","-297.4","-297.4","-297.4","-208.2","-208.2","-208.2","-418.3","-418.3","-418.3"
"782","-576","-576","-576","-236.5","-236.5","-236.5","-404.3","-404.3","-404.3","-337.6","-337.6","-337.6","-208.7","-208.7","-208.7","-510.9","-510.9","-510.9"
"783","-616.7","-616.7","-616.7","-243.7","-243.7","-243.7","-306.8","-306.8","-306.8","-383","-383","-383","-213.8","-213.8","-213.8","-477.7","-477.7","-477.7"
"784","-564.7","-564.7","-564.7","-254.9","-254.9","-254.9","-386.4","-386.4","-386.4","-324.6","-324.6","-324.6","-194.5","-194.5","-194.5","-487.1","-487.1","-487.1"
"785","-638.7","-638.7","-638.7","-225.2","-225.2","-225.2","-395.1","-395.1","-395.1","-329","-329","-329","-227.6","-227.6","-227.6","-450.8","-450.8","-450.8"
"786","-522.5","-522.5","-522.5","-241.7","-241.7","-241.7","-413.3","-413.3","-413.3","-297.8","-297.8","-297.8","-209","-209","-209","-517.5","-517.5","-517.5"
"787","-618.7","-618.7","-618.7","-243.4","-243.4","-243.4","-391.5","-391.5","-391.5","-346.7","-346.7","-346.7","-232.4","-232.4","-232.4","-492","-492","-492"
"788","-648.2","-648.2","-648.2","-241","-241","-241","-400.6","-400.6","-400.6","-310.4","-310.4","-310.4","-216.1","-216.1","-216.1","-502.2","-502.2","-502.2"
"789","-644.9","-644.9","-644.9","-273.6","-273.6","-273.6","-350.6","-350.6","-350.6","-351.9","-351.9","-351.9","-213.9","-213.9","-213.9","-473.6","-473.6","-473.6"
"790","-549.6","-549.6","-549.6","-260.7","-260.7","-260.7","-425.2","-425.2","-425.2","-329.8","-329.8","-329.8","-202.8","-202.8","-202.8","-537","-537","-537"
"791","-545.2","-545.2","-545.2","-223","-223","-223","-344.8","-344.8","-344.8","-320","-320","-320","-192.2","-192.2","-192.2","-449.8","-449.8","-449.8"
"792","-592","-592","-592","-248.8","-248.8","-248.8","-400.4","-400.4","-400.4","-357","-357","-357","-223.3","-223.3","-223.3","-533","-533","-533"
"793","-539.2","-539.2","-539.2","-241.3","-241.3","-241.3","-355","-355","-355","-320.4","-320.4","-320.4","-213.1","-213.1","-213.1","-459.4","-459.4","-459.4"
"794","-538.5","-538.5","-538.5","-241.1","-241.1","-241.1","-401","-401","-401","-343.8","-343.8","-343.8","-163.5","-163.5","-163.5","-481","-481","-481"
"795","-577.2","-577.2","-577.2","-260.6","-260.6","-260.6","-407.9","-407.9","-407.9","-364.2","-364.2","-364.2","-189.4","-189.4","-189.4","-449.3","-449.3","-449.3"
"796","-562.5","-562.5","-562.5","-250.6","-250.6","-250.6","-371.6","-371.6","-371.6","-300.7","-300.7","-300.7","-166.4","-166.4","-166.4","-483.8","-483.8","-483.8"
"797","-640.7","-640.7","-640.7","-274.9","-274.9","-274.9","-397.7","-397.7","-397.7","-342.6","-342.6","-342.6","-194.6","-194.6","-194.6","-447","-447","-447"
"798","-680.1","-680.1","-680.1","-284.6","-284.6","-284.6","-399.3","-399.3","-399.3","-300.5","-300.5","-300.5","-195.8","-195.8","-195.8","-505.9","-505.9","-505.9"
"799","-661.7","-661.7","-661.7","-240.9","-240.9","-240.9","-356.9","-356.9","-356.9","-305.4","-305.4","-305.4","-199.1","-199.1","-199.1","-457.9","-457.9","-457.9"
"800","-574.6","-574.6","-574.6","-273.5","-273.5","-273.5","-432.4","-432.4","-432.4","-323.3","-323.3","-323.3","-178.5","-178.5","-178.5","-404.9","-404.9","-404.9"
"801","-626.6","-626.6","-626.6","-240","-240","-240","-334.7","-334.7","-334.7","-333.8","-333.8","-333.8","-222.7","-222.7","-222.7","-432.2","-432.2","-432.2"
"802","-588.6","-588.6","-588.6","-257.1","-257.1","-257.1","-401","-401","-401","-293.2","-293.2","-293.2","-200","-200","-200","-489.8","-489.8","-489.8"
"803","-534.6","-534.6","-534.6","-262.9","-262.9","-262.9","-358.9","-358.9","-358.9","-305","-305","-305","-252","-252","-252","-455.1","-455.1","-455.1"
"804","-579.2","-579.2","-579.2","-269.7","-269.7","-269.7","-421.4","-421.4","-421.4","-309.7","-309.7","-309.7","-192.6","-192.6","-192.6","-477.1","-477.1","-477.1"
"805","-627.3","-627.3","-627.3","-241.2","-241.2","-241.2","-351","-351","-351","-304.5","-304.5","-304.5","-219.6","-219.6","-219.6","-463.6","-463.6","-463.6"
"806","-494.4","-494.4","-494.4","-264.8","-264.8","-264.8","-360.5","-360.5","-360.5","-363.3","-363.3","-363.3","-197","-197","-197","-432","-432","-432"
"807","-545.6","-545.6","-545.6","-278.4","-278.4","-278.4","-403.5","-403.5","-403.5","-299.6","-299.6","-299.6","-207.6","-207.6","-207.6","-501","-501","-501"
"808","-522.1","-522.1","-522.1","-221.4","-221.4","-221.4","-466.5","-466.5","-466.5","-324.3","-324.3","-324.3","-213.6","-213.6","-213.6","-500.5","-500.5","-500.5"
"809","-538.6","-538.6","-538.6","-243.1","-243.1","-243.1","-438.5","-438.5","-438.5","-347.7","-347.7","-347.7","-211.8","-211.8","-211.8","-482.3","-482.3","-482.3"
"810","-581.8","-581.8","-581.8","-287.5","-287.5","-287.5","-401","-401","-401","-298.5","-298.5","-298.5","-198.6","-198.6","-198.6","-456.7","-456.7","-456.7"
"811","-614.2","-614.2","-614.2","-266.2","-266.2","-266.2","-346.2","-346.2","-346.2","-316","-316","-316","-237.2","-237.2","-237.2","-528.8","-528.8","-528.8"
"812","-558.1","-558.1","-558.1","-275.7","-275.7","-275.7","-388","-388","-388","-336.2","-336.2","-336.2","-210.8","-210.8","-210.8","-495.5","-495.5","-495.5"
"813","-582.7","-582.7","-582.7","-260.2","-260.2","-260.2","-462.3","-462.3","-462.3","-317.7","-317.7","-317.7","-212.6","-212.6","-212.6","-507.3","-507.3","-507.3"
"814","-580","-580","-580","-248","-248","-248","-440.8","-440.8","-440.8","-306.6","-306.6","-306.6","-198.8","-198.8","-198.8","-455.5","-455.5","-455.5"
"815","-701.5","-701.5","-701.5","-269.4","-269.4","-269.4","-445.6","-445.6","-445.6","-367.8","-367.8","-367.8","-166.6","-166.6","-166.6","-451.5","-451.5","-451.5"
"816","-545.5","-545.5","-545.5","-217.7","-217.7","-217.7","-324.4","-324.4","-324.4","-283.1","-283.1","-283.1","-209.3","-209.3","-209.3","-526.5","-526.5","-526.5"
"817","-690.5","-690.5","-690.5","-239.3","-239.3","-239.3","-380.2","-380.2","-380.2","-357","-357","-357","-195.8","-195.8","-195.8","-515.4","-515.4","-515.4"
"818","-542.2","-542.2","-542.2","-233.4","-233.4","-233.4","-393","-393","-393","-292.1","-292.1","-292.1","-198","-198","-198","-537.7","-537.7","-537.7"
"819","-571.8","-571.8","-571.8","-236.6","-236.6","-236.6","-319","-319","-319","-312","-312","-312","-206","-206","-206","-474.8","-474.8","-474.8"
"820","-606.5","-606.5","-606.5","-232.6","-232.6","-232.6","-397.7","-397.7","-397.7","-302.9","-302.9","-302.9","-201.7","-201.7","-201.7","-494.4","-494.4","-494.4"
"821","-523.3","-523.3","-523.3","-240.6","-240.6","-240.6","-422.1","-422.1","-422.1","-298.6","-298.6","-298.6","-219.1","-219.1","-219.1","-540.4","-540.4","-540.4"
"822","-546.7","-546.7","-546.7","-231.6","-231.6","-231.6","-408.8","-408.8","-408.8","-321.8","-321.8","-321.8","-178.9","-178.9","-178.9","-576.4","-576.4","-576.4"
"823","-671.8","-671.8","-671.8","-254.8","-254.8","-254.8","-378","-378","-378","-347.2","-347.2","-347.2","-190.3","-190.3","-190.3","-521","-521","-521"
"824","-573.2","-573.2","-573.2","-262.6","-262.6","-262.6","-416.8","-416.8","-416.8","-323.6","-323.6","-323.6","-198.3","-198.3","-198.3","-489.1","-489.1","-489.1"
"825","-602","-602","-602","-251.3","-251.3","-251.3","-373.4","-373.4","-373.4","-296.8","-296.8","-296.8","-199.5","-199.5","-199.5","-435","-435","-435"
"826","-623.2","-623.2","-623.2","-235.2","-235.2","-235.2","-358.2","-358.2","-358.2","-328.5","-328.5","-328.5","-206.4","-206.4","-206.4","-503.7","-503.7","-503.7"
"827","-614.3","-614.3","-614.3","-260.7","-260.7","-260.7","-419.3","-419.3","-419.3","-326.8","-326.8","-326.8","-224.8","-224.8","-224.8","-485.6","-485.6","-485.6"
"828","-575.3","-575.3","-575.3","-233.6","-233.6","-233.6","-394.8","-394.8","-394.8","-294.9","-294.9","-294.9","-202.1","-202.1","-202.1","-499.6","-499.6","-499.6"
"829","-558.7","-558.7","-558.7","-233.6","-233.6","-233.6","-377.1","-377.1","-377.1","-322.4","-322.4","-322.4","-174.5","-174.5","-174.5","-390.8","-390.8","-390.8"
"830","-552","-552","-552","-279.1","-279.1","-279.1","-348.1","-348.1","-348.1","-326","-326","-326","-180.5","-180.5","-180.5","-508.9","-508.9","-508.9"
"831","-613.3","-613.3","-613.3","-223.2","-223.2","-223.2","-420.7","-420.7","-420.7","-319.2","-319.2","-319.2","-189","-189","-189","-501.7","-501.7","-501.7"
"832","-637.3","-637.3","-637.3","-247.9","-247.9","-247.9","-372","-372","-372","-330.5","-330.5","-330.5","-174.4","-174.4","-174.4","-500.8","-500.8","-500.8"
"833","-604.5","-604.5","-604.5","-260.8","-260.8","-260.8","-393.8","-393.8","-393.8","-318.3","-318.3","-318.3","-192.4","-192.4","-192.4","-491.8","-491.8","-491.8"
"834","-536.7","-536.7","-536.7","-240.3","-240.3","-240.3","-381.7","-381.7","-381.7","-318.3","-318.3","-318.3","-193.2","-193.2","-193.2","-461.1","-461.1","-461.1"
"835","-611.7","-611.7","-611.7","-239","-239","-239","-363.7","-363.7","-363.7","-360.2","-360.2","-360.2","-188.3","-188.3","-188.3","-474.6","-474.6","-474.6"
"836","-524.8","-524.8","-524.8","-242.2","-242.2","-242.2","-400.2","-400.2","-400.2","-310.3","-310.3","-310.3","-228.6","-228.6","-228.6","-541.5","-541.5","-541.5"
"837","-531.6","-531.6","-531.6","-275.6","-275.6","-275.6","-338.1","-338.1","-338.1","-364","-364","-364","-192.1","-192.1","-192.1","-496.3","-496.3","-496.3"
"838","-608.5","-608.5","-608.5","-259.6","-259.6","-259.6","-391","-391","-391","-340.9","-340.9","-340.9","-189.3","-189.3","-189.3","-463.5","-463.5","-463.5"
